payment_id,grant_case_id,child_citizen_id,child_first_name,child_last_name,child_gender,child_birth_date,guardian_citizen_id,guardian_first_name,guardian_last_name,guardian_relationship,application_date,approval_date,entitlement_start_date,payment_date,payment_round,payment_amount,payment_status,payment_method,household_member_count,household_income_per_capita,registration_channel,province,district,agency
NCGPAY00327,NCG00146,7845394773335,กฤษฎา,เพชรรัตน์,ชาย,2022-11-07,4421196577241,ศศิธร,ศรีนวล,มารดา,2023-05-15,2023-05-29,2023-05-29,2023-07-12,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,8500,หน่วยบริการเคลื่อนที่,ร้อยเอ็ด,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดร้อยเอ็ด
NCGPAY00391,NCG00264,2016140203933,วรัญญา,เกิดผล,ชาย,2022-09-21,4029326420003,วรรณวิสา,เพชรรัตน์,บิดา,2023-04-17,2023-05-15,2023-05-15,2023-07-14,2,1200,จ่ายย้อนหลังรวมหลายงวด,พร้อมเพย์,4,7250,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ขอนแก่น,เมืองขอนแก่น,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00500,NCG00148,3130178026844,ภูริภัทร,มงคลชัย,หญิง,2022-12-11,4671684973721,ธนพร,รุ่งเรือง,บิดา,2023-04-10,2023-04-17,2023-04-17,2023-07-18,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,4250,ระบบออนไลน์,สงขลา,สิงหนคร,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสงขลา
NCGPAY00111,NCG00111,4809391044889,พัชราภา,โพธิ์ทอง,หญิง,2023-04-27,1864211334809,ภูริณัฐ,สมบูรณ์ผล,มารดา,2023-06-07,2023-06-15,2023-06-15,2023-07-20,1,600,จ่ายสำเร็จ,พร้อมเพย์,2,13500,หน่วยบริการเคลื่อนที่,อุดรธานี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00119,NCG00119,4939550292741,ณัฐธิดา,อ่อนละมุน,ชาย,2022-12-25,7072672362103,กฤษฎา,ทรัพย์เจริญ,มารดา,2023-06-14,2023-07-11,2023-07-11,2023-07-20,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,5000,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00308,NCG00206,6854204602659,ชนิดา,สุขสวัสดิ์,หญิง,2022-11-30,7326307048624,วชิรวิทย์,ศรีนวล,บิดา,2023-04-20,2023-05-19,2023-05-19,2023-07-21,2,600,จ่ายสำเร็จ,พร้อมเพย์,6,4500,เจ้าหน้าที่ช่วยลงทะเบียน,นครปฐม,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00203,NCG00203,8307617966931,รุจิรา,พูนทรัพย์,หญิง,2022-11-10,4990053303665,อนุชา,คำดี,มารดา,2023-06-23,2023-07-09,2023-07-09,2023-08-01,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,10250,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00219,NCG00219,1742216325548,มนัสวี,ประเสริฐศรี,หญิง,2023-03-14,6629218424657,นภัสสร,สุนทรวงศ์,มารดา,2023-07-29,2023-08-06,2023-08-06,2023-08-13,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,3500,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ปราจีนบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00461,NCG00264,2016140203933,วรัญญา,เกิดผล,ชาย,2022-09-21,4029326420003,วรรณวิสา,เพชรรัตน์,บิดา,2023-04-17,2023-05-15,2023-05-15,2023-08-16,3,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,4,7250,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ขอนแก่น,เมืองขอนแก่น,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00393,NCG00119,4939550292741,ณัฐธิดา,อ่อนละมุน,ชาย,2022-12-25,7072672362103,กฤษฎา,ทรัพย์เจริญ,มารดา,2023-06-14,2023-07-11,2023-07-11,2023-08-24,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,5000,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00009,NCG00009,6112702933406,วรเมธ,เข็มทอง,หญิง,2023-02-25,5436214669613,ชลธิชา,พรหมมา,มารดา,2023-07-21,2023-07-25,2023-07-25,2023-08-25,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,13500,เจ้าหน้าที่ช่วยลงทะเบียน,ยะลา,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00208,NCG00208,3330387062795,สายฝน,คงเจริญ,ชาย,2023-04-12,3805999728646,วรรณวิสา,กุลวงศ์,บิดา,2023-08-03,2023-08-21,2023-08-21,2023-09-04,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,8000,ระบบออนไลน์,ชลบุรี,พนัสนิคม,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดชลบุรี
NCGPAY00347,NCG00203,8307617966931,รุจิรา,พูนทรัพย์,หญิง,2022-11-10,4990053303665,อนุชา,คำดี,มารดา,2023-06-23,2023-07-09,2023-07-09,2023-09-04,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,10250,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00237,NCG00237,7513468553822,กมลชนก,บุญเกิด,ชาย,2023-06-10,6977211830230,เบญจพร,นิ่มนวล,ผู้ปกครองโดยชอบด้วยกฎหมาย,2023-08-03,2023-08-06,2023-08-06,2023-09-05,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,2750,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00086,NCG00086,4004278741939,ปกรณ์,จำปาแก้ว,หญิง,2023-05-30,8799429790438,ชยพล,ศรีสุข,มารดา,2023-07-21,2023-08-06,2023-08-06,2023-09-10,1,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,5,7250,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ระยอง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00424,NCG00219,1742216325548,มนัสวี,ประเสริฐศรี,หญิง,2023-03-14,6629218424657,นภัสสร,สุนทรวงศ์,มารดา,2023-07-29,2023-08-06,2023-08-06,2023-09-11,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,3500,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ปราจีนบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00079,NCG00079,2379738487106,ธนกฤต,สิงห์ทอง,หญิง,2022-12-09,2822584140046,อัญชลี,แสงจันทร์,มารดา,2023-08-05,2023-08-27,2023-08-27,2023-09-21,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,9250,หน่วยบริการเคลื่อนที่,สระบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระบุรี
NCGPAY00462,NCG00119,4939550292741,ณัฐธิดา,อ่อนละมุน,ชาย,2022-12-25,7072672362103,กฤษฎา,ทรัพย์เจริญ,มารดา,2023-06-14,2023-07-11,2023-07-11,2023-09-21,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,5000,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00288,NCG00009,6112702933406,วรเมธ,เข็มทอง,หญิง,2023-02-25,5436214669613,ชลธิชา,พรหมมา,มารดา,2023-07-21,2023-07-25,2023-07-25,2023-09-26,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,13500,เจ้าหน้าที่ช่วยลงทะเบียน,ยะลา,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00406,NCG00203,8307617966931,รุจิรา,พูนทรัพย์,หญิง,2022-11-10,4990053303665,อนุชา,คำดี,มารดา,2023-06-23,2023-07-09,2023-07-09,2023-10-02,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,10250,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00408,NCG00208,3330387062795,สายฝน,คงเจริญ,ชาย,2023-04-12,3805999728646,วรรณวิสา,กุลวงศ์,บิดา,2023-08-03,2023-08-21,2023-08-21,2023-10-02,2,600,จ่ายสำเร็จ,พร้อมเพย์,7,8000,ระบบออนไลน์,ชลบุรี,พนัสนิคม,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดชลบุรี
NCGPAY00445,NCG00237,7513468553822,กมลชนก,บุญเกิด,ชาย,2023-06-10,6977211830230,เบญจพร,นิ่มนวล,ผู้ปกครองโดยชอบด้วยกฎหมาย,2023-08-03,2023-08-06,2023-08-06,2023-10-04,2,600,จ่ายสำเร็จ,พร้อมเพย์,7,2750,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00285,NCG00086,4004278741939,ปกรณ์,จำปาแก้ว,หญิง,2023-05-30,8799429790438,ชยพล,ศรีสุข,มารดา,2023-07-21,2023-08-06,2023-08-06,2023-10-09,2,600,จ่ายสำเร็จ,พร้อมเพย์,5,7250,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ระยอง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00019,NCG00019,8058626251411,กิตติภัทร,นาคทอง,หญิง,2023-08-14,1910022406824,ปวีณา,คงเจริญ,มารดา,2023-09-04,2023-10-04,2023-10-04,2023-10-14,1,600,จ่ายสำเร็จ,พร้อมเพย์,7,13000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,สุรินทร์,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00495,NCG00219,1742216325548,มนัสวี,ประเสริฐศรี,หญิง,2023-03-14,6629218424657,นภัสสร,สุนทรวงศ์,มารดา,2023-07-29,2023-08-06,2023-08-06,2023-10-15,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,3500,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ปราจีนบุรี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00042,NCG00042,7972318178827,ขวัญฤดี,สมบูรณ์ผล,หญิง,2023-07-22,7628574485502,วนิดา,อุดมศักดิ์,มารดา,2023-08-21,2023-09-17,2023-09-17,2023-10-20,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,13250,หน่วยบริการเคลื่อนที่,ตรัง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00301,NCG00079,2379738487106,ธนกฤต,สิงห์ทอง,หญิง,2022-12-09,2822584140046,อัญชลี,แสงจันทร์,มารดา,2023-08-05,2023-08-27,2023-08-27,2023-10-26,2,600,จ่ายสำเร็จ,พร้อมเพย์,7,9250,หน่วยบริการเคลื่อนที่,สระบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระบุรี
NCGPAY00022,NCG00022,7311927639501,ปกรณ์,ยอดแก้ว,หญิง,2023-07-29,2241236265259,ชยพล,ใจดี,มารดา,2023-09-07,2023-10-07,2023-10-07,2023-10-28,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,13000,ระบบออนไลน์,พระนครศรีอยุธยา,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพระนครศรีอยุธยา
NCGPAY00470,NCG00237,7513468553822,กมลชนก,บุญเกิด,ชาย,2023-06-10,6977211830230,เบญจพร,นิ่มนวล,ผู้ปกครองโดยชอบด้วยกฎหมาย,2023-08-03,2023-08-06,2023-08-06,2023-11-06,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,2750,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00191,NCG00191,3072788604348,อาทิตยา,ศรีนวล,หญิง,2023-05-01,5057084560107,ภูริณัฐ,เกิดผล,มารดา,2023-10-19,2023-10-31,2023-10-31,2023-11-07,1,600,จ่ายสำเร็จ,พร้อมเพย์,4,5000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,อุตรดิตถ์,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุตรดิตถ์
NCGPAY00214,NCG00214,7721811610341,ชุติมา,วัฒนกุล,หญิง,2023-06-30,4906403102464,พรทิพย์,บุญเกิด,บิดา,2023-10-08,2023-10-28,2023-10-28,2023-11-16,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,2500,หน่วยบริการเคลื่อนที่,ตรัง,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00217,NCG00217,7069373225208,เมธาวี,นิลแก้ว,ชาย,2023-05-17,1069087243411,ภูริณัฐ,ทองสุข,บิดา,2023-09-27,2023-10-19,2023-10-19,2023-11-17,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,7750,เจ้าหน้าที่ช่วยลงทะเบียน,นครปฐม,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00150,NCG00150,1287022820071,มนัสวี,ทวีทรัพย์,ชาย,2023-03-26,6714863599539,พรทิพย์,ธรรมคุณ,มารดา,2023-10-09,2023-11-08,2023-11-08,2023-11-20,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,14750,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ร้อยเอ็ด,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดร้อยเอ็ด
NCGPAY00345,NCG00042,7972318178827,ขวัญฤดี,สมบูรณ์ผล,หญิง,2023-07-22,7628574485502,วนิดา,อุดมศักดิ์,มารดา,2023-08-21,2023-09-17,2023-09-17,2023-11-20,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,13250,หน่วยบริการเคลื่อนที่,ตรัง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00261,NCG00261,3014027596212,กฤษฎา,พรหมมา,หญิง,2023-09-14,2448681810033,ชยพล,คำแสน,มารดา,2023-10-29,2023-11-25,2023-11-25,2023-12-02,1,600,จ่ายสำเร็จ,พร้อมเพย์,5,5500,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ลำปาง,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
NCGPAY00205,NCG00205,5911981481047,ปิยธิดา,พูนทรัพย์,ชาย,2023-07-07,6635991487221,ณิชา,พิทักษ์วงศ์,มารดา,2023-10-19,2023-11-13,2023-11-13,2023-12-07,1,600,จ่ายสำเร็จ,พร้อมเพย์,2,2250,หน่วยบริการเคลื่อนที่,ขอนแก่น,บ้านไผ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00014,NCG00014,7411660149308,อาทิตยา,ปัญญาดี,หญิง,2023-05-05,2276901170526,รัตนา,พรหมมา,บิดา,2023-11-26,2023-12-01,2023-12-01,2023-12-09,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,10000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,นครปฐม,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00494,NCG00214,7721811610341,ชุติมา,วัฒนกุล,หญิง,2023-06-30,4906403102464,พรทิพย์,บุญเกิด,บิดา,2023-10-08,2023-10-28,2023-10-28,2023-12-16,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,2500,หน่วยบริการเคลื่อนที่,ตรัง,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00385,NCG00217,7069373225208,เมธาวี,นิลแก้ว,ชาย,2023-05-17,1069087243411,ภูริณัฐ,ทองสุข,บิดา,2023-09-27,2023-10-19,2023-10-19,2023-12-18,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,7750,เจ้าหน้าที่ช่วยลงทะเบียน,นครปฐม,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00493,NCG00042,7972318178827,ขวัญฤดี,สมบูรณ์ผล,หญิง,2023-07-22,7628574485502,วนิดา,อุดมศักดิ์,มารดา,2023-08-21,2023-09-17,2023-09-17,2023-12-20,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,13250,หน่วยบริการเคลื่อนที่,ตรัง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00417,NCG00150,1287022820071,มนัสวี,ทวีทรัพย์,ชาย,2023-03-26,6714863599539,พรทิพย์,ธรรมคุณ,มารดา,2023-10-09,2023-11-08,2023-11-08,2023-12-21,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,14750,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ร้อยเอ็ด,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดร้อยเอ็ด
NCGPAY00116,NCG00116,4993489079986,ชนิดา,สมบูรณ์ผล,หญิง,2023-09-30,5930319898175,วชิรวิทย์,แสงเพชร,มารดา,2023-11-12,2023-11-28,2023-11-28,2023-12-25,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,5000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,อุดรธานี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00231,NCG00231,2154988760982,ศิรินภา,วงศ์สวัสดิ์,หญิง,2023-08-14,1662630763628,ภัทรพล,ธรรมรักษ์,มารดา,2023-12-02,2023-12-13,2023-12-13,2023-12-31,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,4250,ระบบออนไลน์,ลำปาง,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
NCGPAY00023,NCG00023,1711069285392,ณิชาภัทร,วัฒนกุล,ชาย,2023-06-05,5863969138748,กมลชนก,ร่มเย็น,มารดา,2023-12-04,2023-12-13,2023-12-13,2024-01-09,1,600,จ่ายสำเร็จ,พร้อมเพย์,3,12500,เจ้าหน้าที่ช่วยลงทะเบียน,ยะลา,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00377,NCG00205,5911981481047,ปิยธิดา,พูนทรัพย์,ชาย,2023-07-07,6635991487221,ณิชา,พิทักษ์วงศ์,มารดา,2023-10-19,2023-11-13,2023-11-13,2024-01-10,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,2250,หน่วยบริการเคลื่อนที่,ขอนแก่น,บ้านไผ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00405,NCG00217,7069373225208,เมธาวี,นิลแก้ว,ชาย,2023-05-17,1069087243411,ภูริณัฐ,ทองสุข,บิดา,2023-09-27,2023-10-19,2023-10-19,2024-01-20,3,1800,จ่ายย้อนหลังรวมหลายงวด,พร้อมเพย์,6,7750,เจ้าหน้าที่ช่วยลงทะเบียน,นครปฐม,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00437,NCG00116,4993489079986,ชนิดา,สมบูรณ์ผล,หญิง,2023-09-30,5930319898175,วชิรวิทย์,แสงเพชร,มารดา,2023-11-12,2023-11-28,2023-11-28,2024-01-24,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,5000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,อุดรธานี,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00236,NCG00236,2112905795901,ขวัญฤดี,สุขเกษม,หญิง,2023-06-22,5991546586418,อัญชลี,คำแสน,มารดา,2023-12-27,2024-01-21,2024-01-21,2024-01-25,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,11750,หน่วยบริการเคลื่อนที่,สมุทรสาคร,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสมุทรสาคร
NCGPAY00127,NCG00127,7034118231848,อภิญญา,สุวรรณศรี,หญิง,2023-10-27,6388482038156,ธนภัทร,บุญช่วย,มารดา,2023-12-03,2023-12-23,2023-12-23,2024-01-26,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,10750,หน่วยบริการเคลื่อนที่,พิจิตร,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00222,NCG00222,2696728529820,วรรณวิสา,แสงทอง,หญิง,2023-08-09,4974925388431,สุรศักดิ์,เรืองฤทธิ์,บิดา,2024-01-15,2024-01-26,2024-01-26,2024-02-07,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,11500,เจ้าหน้าที่ช่วยลงทะเบียน,อุตรดิตถ์,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุตรดิตถ์
NCGPAY00404,NCG00023,1711069285392,ณิชาภัทร,วัฒนกุล,ชาย,2023-06-05,5863969138748,กมลชนก,ร่มเย็น,มารดา,2023-12-04,2023-12-13,2023-12-13,2024-02-13,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,12500,เจ้าหน้าที่ช่วยลงทะเบียน,ยะลา,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00255,NCG00255,5931255930678,ชนน,เมืองแก้ว,หญิง,2023-06-12,6579075718815,ศิริพร,แสงจันทร์,มารดา,2024-01-05,2024-01-20,2024-01-20,2024-02-19,1,1800,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,4,7250,ระบบออนไลน์,เชียงใหม่,เมืองเชียงใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงใหม่
NCGPAY00278,NCG00278,7622134403618,รวิชญ์,โพธิ์ทอง,หญิง,2023-08-06,5451774024273,ปัทมา,ปัญญาดี,มารดา,2024-01-05,2024-01-22,2024-01-22,2024-02-19,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,6500,ระบบออนไลน์,นครสวรรค์,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครสวรรค์
NCGPAY00040,NCG00040,2546416349762,ณัฐภัทร,พรหมมา,ชาย,2023-12-17,4543633079937,สุรศักดิ์,คงมั่น,มารดา,2024-01-03,2024-02-02,2024-02-02,2024-02-22,1,600,จ่ายสำเร็จ,พร้อมเพย์,5,7750,ระบบออนไลน์,ปทุมธานี,เมืองปทุมธานี,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปทุมธานี
NCGPAY00357,NCG00127,7034118231848,อภิญญา,สุวรรณศรี,หญิง,2023-10-27,6388482038156,ธนภัทร,บุญช่วย,มารดา,2023-12-03,2023-12-23,2023-12-23,2024-02-24,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,10750,หน่วยบริการเคลื่อนที่,พิจิตร,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00072,NCG00072,3243437711418,กัลยา,สุขใจ,หญิง,2023-11-19,5437377248995,จิราภรณ์,พูนทรัพย์,มารดา,2024-01-22,2024-02-10,2024-02-10,2024-02-29,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,12000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,กระบี่,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดกระบี่
NCGPAY00195,NCG00195,2763077652277,ธนกฤต,วงศ์คำ,ชาย,2023-06-23,2890782704891,ธีรภัทร,วงศ์คำ,บิดา,2024-02-13,2024-02-20,2024-02-20,2024-03-03,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,2250,หน่วยบริการเคลื่อนที่,แพร่,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดแพร่
NCGPAY00286,NCG00222,2696728529820,วรรณวิสา,แสงทอง,หญิง,2023-08-09,4974925388431,สุรศักดิ์,เรืองฤทธิ์,บิดา,2024-01-15,2024-01-26,2024-01-26,2024-03-06,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,11500,เจ้าหน้าที่ช่วยลงทะเบียน,อุตรดิตถ์,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุตรดิตถ์
NCGPAY00411,NCG00023,1711069285392,ณิชาภัทร,วัฒนกุล,ชาย,2023-06-05,5863969138748,กมลชนก,ร่มเย็น,มารดา,2023-12-04,2023-12-13,2023-12-13,2024-03-15,3,600,จ่ายสำเร็จ,พร้อมเพย์,3,12500,เจ้าหน้าที่ช่วยลงทะเบียน,ยะลา,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00156,NCG00156,5499312856054,กัลยา,รัตนวงศ์,หญิง,2024-01-12,4809332862708,ชนิดา,ธนากุล,บิดา,2024-02-14,2024-03-08,2024-03-08,2024-03-19,1,600,จ่ายสำเร็จ,พร้อมเพย์,6,11000,ลงทะเบียน ณ หน่วยรับลงทะเบียน,อุดรธานี,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
