payment_id,case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,welfare_type,assistance_reason,request_date,approval_date,payment_date,approved_amount,paid_amount,payment_method,payment_status,payment_round,fund_source,province,district,agency,request_year,request_month,request_ym,approval_year,approval_month,approval_ym,payment_year,payment_month,payment_ym,days_to_approval,days_to_payment,approval_to_payment_days,age_at_request,age_group,payment_pct,unpaid_amount,region,province_en,province_id
PAY00212,SOC00301,4560828573997,ปวีณา,กุลวงศ์,ชาย,1954-12-13,คนพิการ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ประสบปัญหาค่าครองชีพ,2026-05-04,2026-05-11,2026-05-15,7000,3500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,งบประมาณรายจ่ายประจำปี,ชลบุรี,ศรีราชา,บ้านพักเด็กและครอบครัว,2026,5,2026-05,2026,5,2026-05,2026,5,2026-05,7,11,4,71,ผู้สูงอายุ (60+),50.0,3500,ภาคตะวันออก,Chon Buri,11
PAY00213,SOC00223,3256095832457,วิศรุต,ฤทธิไกร,ชาย,1945-12-20,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2023-01-09,2023-01-20,2023-01-20,7500,2500,พร้อมเพย์,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,ราชบุรี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,1,2023-01,2023,1,2023-01,2023,1,2023-01,11,11,0,77,ผู้สูงอายุ (60+),33.33,5000,ภาคตะวันตก,Ratchaburi,56
PAY00214,SOC00256,8630586817476,ชยพล,ไชยวงศ์,หญิง,1956-12-10,คนไร้ที่พึ่ง,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ครอบครัวประสบเหตุฉุกเฉิน,2023-11-13,2023-11-18,2023-11-18,2000,2000,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,มหาสารคาม,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2023,11,2023-11,2023,11,2023-11,2023,11,2023-11,5,5,0,66,ผู้สูงอายุ (60+),100.0,0,ภาคตะวันออกเฉียงเหนือ,Maha Sarakham,33
PAY00215,SOC00167,8532637779129,จิราภรณ์,บัวทอง,หญิง,2005-04-10,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ครอบครัวประสบเหตุฉุกเฉิน,2023-12-09,2023-12-20,2023-12-28,2500,1000,พร้อมเพย์,รอจ่ายงวดถัดไป,2,งบประมาณรายจ่ายประจำปี,ลพบุรี,หนองกลาง,บ้านพักเด็กและครอบครัว,2023,12,2023-12,2023,12,2023-12,2023,12,2023-12,11,19,8,18,วัยแรงงานตอนต้น (18-35),40.0,1500,ภาคกลาง,Lop Buri,7
PAY00216,SOC00414,5943697160306,นรินทร์,ศรีประภา,ชาย,1961-04-30,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-10-10,2024-10-19,2024-10-29,4500,2000,พร้อมเพย์,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,เชียงใหม่,สันทราย,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,10,2024-10,2024,10,2024-10,2024,10,2024-10,9,19,10,63,ผู้สูงอายุ (60+),44.44,2500,ภาคเหนือ,Chiang Mai,39
PAY00217,SOC00115,6025487269245,ศิรินภา,กุลวงศ์,ชาย,1994-03-12,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ว่างงานหรือรายได้ลดลง,2025-06-12,2025-06-14,2025-06-19,9500,500,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,2,งบประมาณรายจ่ายประจำปี,ปราจีนบุรี,ทุ่งสุข,บ้านพักเด็กและครอบครัว,2025,6,2025-06,2025,6,2025-06,2025,6,2025-06,2,7,5,31,วัยแรงงานตอนต้น (18-35),5.26,9000,ภาคตะวันออก,Prachin Buri,16
PAY00218,SOC00060,4649540570562,รวิศ,บุญธรรม,ชาย,1944-11-03,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2026-05-28,2026-06-07,2026-06-11,5500,5500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ลพบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,5,2026-05,2026,6,2026-06,2026,6,2026-06,10,14,4,81,ผู้สูงอายุ (60+),100.0,0,ภาคกลาง,Lop Buri,7
PAY00219,SOC00215,4871562621101,ณิชา,สมานมิตร,หญิง,1960-05-07,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ว่างงานหรือรายได้ลดลง,2025-03-23,2025-04-04,2025-04-09,8500,500,พร้อมเพย์,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,อุดรธานี,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2025,3,2025-03,2025,4,2025-04,2025,4,2025-04,12,17,5,64,ผู้สูงอายุ (60+),5.88,8000,ภาคตะวันออกเฉียงเหนือ,Udon Thani,30
PAY00220,SOC00267,8107121784585,ศุภชัย,สุทธิวงศ์,ชาย,1939-05-06,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-03-20,2026-03-29,2026-04-01,7500,1500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,ชลบุรี,พนัสนิคม,บ้านพักเด็กและครอบครัว,2026,3,2026-03,2026,3,2026-03,2026,4,2026-04,9,12,3,86,ผู้สูงอายุ (60+),20.0,6000,ภาคตะวันออก,Chon Buri,11
PAY00221,SOC00399,8601658106211,ชไมพร,เกษมสุข,ชาย,2015-01-21,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2025-12-09,2025-12-15,2025-12-19,9000,2000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สระแก้ว,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2025,12,2025-12,2025,12,2025-12,2025,12,2025-12,6,10,4,10,เด็กและเยาวชน (<18),22.22,7000,ภาคตะวันออก,Sa Kaeo,18
PAY00222,SOC00112,4920132833501,รัชนี,รัตนวงศ์,หญิง,1947-05-23,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-07-09,2026-07-16,2026-07-25,4000,1500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,อุดรธานี,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2026,7,2026-07,2026,7,2026-07,2026,7,2026-07,7,16,9,79,ผู้สูงอายุ (60+),37.5,2500,ภาคตะวันออกเฉียงเหนือ,Udon Thani,30
PAY00223,SOC00335,1698987571443,ปราณี,เจริญผล,ชาย,1979-05-14,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2026-07-15,2026-07-22,2026-07-22,9500,1000,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ยะลา,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2026,7,2026-07,2026,7,2026-07,2026,7,2026-07,7,7,0,47,วัยแรงงานตอนกลาง (36-59),10.53,8500,ภาคใต้,Yala,76
PAY00224,SOC00188,8338090748565,วิภาวี,อารีรักษ์,หญิง,2019-06-21,คนพิการ,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2026-03-11,2026-03-22,2026-03-23,4500,3500,พร้อมเพย์,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,แพร่,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,3,2026-03,2026,3,2026-03,2026,3,2026-03,11,12,1,6,เด็กและเยาวชน (<18),77.78,1000,ภาคเหนือ,Phrae,43
PAY00225,SOC00475,4879943199151,ศศิธร,พึ่งบุญ,ชาย,1960-04-06,คนไร้ที่พึ่ง,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2022-11-04,2022-11-07,2022-11-16,4000,4000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,นครสวรรค์,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2022,11,2022-11,2022,11,2022-11,2022,11,2022-11,3,12,9,62,ผู้สูงอายุ (60+),100.0,0,ภาคกลาง,Nakhon Sawan,48
PAY00226,SOC00084,4681324578448,ชลธิชา,สืบสาย,หญิง,1976-01-20,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2025-10-31,2025-11-10,2025-11-12,7500,6000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,กาฬสินธุ์,คลองใหม่,บ้านพักเด็กและครอบครัว,2025,10,2025-10,2025,11,2025-11,2025,11,2025-11,10,12,2,49,วัยแรงงานตอนกลาง (36-59),80.0,1500,ภาคตะวันออกเฉียงเหนือ,Kalasin,35
PAY00227,SOC00430,5895763449804,ธนกฤต,อินทร์แก้ว,หญิง,1952-05-31,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดผู้ดูแลและรายได้,2026-05-17,2026-05-21,2026-05-26,2000,1000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,กาฬสินธุ์,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2026,5,2026-05,2026,5,2026-05,2026,5,2026-05,4,9,5,73,ผู้สูงอายุ (60+),50.0,1000,ภาคตะวันออกเฉียงเหนือ,Kalasin,35
PAY00228,SOC00324,2689565144790,ณิชา,แสงเพชร,ชาย,2000-09-16,คนพิการ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-08-02,2024-08-04,2024-08-13,6000,500,พร้อมเพย์,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,สงขลา,สะเดา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2024,8,2024-08,2024,8,2024-08,2024,8,2024-08,2,11,9,23,วัยแรงงานตอนต้น (18-35),8.33,5500,ภาคใต้,Songkhla,71
PAY00229,SOC00452,2381483219562,วรัญญา,วิริยะกุล,ชาย,1940-01-09,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีค่าใช้จ่ายด้านสุขภาพ,2023-09-13,2023-09-23,2023-10-02,5500,5500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ภูเก็ต,ถลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,9,2023-09,2023,9,2023-09,2023,10,2023-10,10,19,9,83,ผู้สูงอายุ (60+),100.0,0,ภาคใต้,Phuket,67
PAY00230,SOC00440,1340388966012,พัชรินทร์,รุ่งเรือง,ชาย,2010-01-21,คนพิการ,เงินสงเคราะห์คนพิการ,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2026-03-04,2026-03-16,2026-03-26,7000,7000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,กระบี่,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2026,3,2026-03,2026,3,2026-03,2026,3,2026-03,12,22,10,16,เด็กและเยาวชน (<18),100.0,0,ภาคใต้,Krabi,65
PAY00231,SOC00262,1287900655090,ธนภัทร,สวัสดิผล,ชาย,1991-04-18,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ที่อยู่อาศัยไม่เหมาะสม,2026-04-05,2026-04-16,2026-04-23,4500,4500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,นครปฐม,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,4,2026-04,2026,4,2026-04,2026,4,2026-04,11,18,7,34,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคกลาง,Nakhon Pathom,59
PAY00232,SOC00083,1279326264943,ปกรณ์,สุวรรณวงศ์,หญิง,2010-12-14,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2023-09-20,2023-09-26,2023-09-30,4500,1500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,มหาสารคาม,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,9,2023-09,2023,9,2023-09,2023,9,2023-09,6,10,4,12,เด็กและเยาวชน (<18),33.33,3000,ภาคตะวันออกเฉียงเหนือ,Maha Sarakham,33
PAY00233,SOC00044,4871562621101,ณิชา,สมานมิตร,หญิง,1960-05-07,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ประสบปัญหาค่าครองชีพ,2026-06-13,2026-06-16,2026-06-24,2000,1000,พร้อมเพย์,จ่ายบางส่วน,1,งบประมาณรายจ่ายประจำปี,อุบลราชธานี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2026,6,2026-06,2026,6,2026-06,2026,6,2026-06,3,11,8,66,ผู้สูงอายุ (60+),50.0,1000,ภาคตะวันออกเฉียงเหนือ,Ubon Ratchathani,23
PAY00234,SOC00144,1006605605860,ชไมพร,ทองอินทร์,ชาย,1976-02-25,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2023-10-30,2023-10-31,2023-11-05,6500,4000,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,น่าน,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,10,2023-10,2023,10,2023-10,2023,11,2023-11,1,6,5,47,วัยแรงงานตอนกลาง (36-59),61.54,2500,ภาคเหนือ,Nan,44
PAY00235,SOC00219,6931577564112,กรรณิการ์,บุญช่วย,ชาย,2001-01-13,คนพิการ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดผู้ดูแลและรายได้,2024-09-07,2024-09-16,2024-09-23,7500,7500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,สุราษฎร์ธานี,ศรีพัฒนา,บ้านพักเด็กและครอบครัว,2024,9,2024-09,2024,9,2024-09,2024,9,2024-09,9,16,7,23,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคใต้,Surat Thani,68
PAY00236,SOC00182,8736958089081,รวิศ,ศรีจันทร์,หญิง,1960-03-01,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ว่างงานหรือรายได้ลดลง,2023-08-25,2023-08-28,2023-08-31,6500,3000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สกลนคร,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2023,8,2023-08,2023,8,2023-08,2023,8,2023-08,3,6,3,63,ผู้สูงอายุ (60+),46.15,3500,ภาคตะวันออกเฉียงเหนือ,Sakon Nakhon,36
PAY00237,SOC00258,6844038585389,ปาริชาติ,อารีรักษ์,หญิง,1951-01-01,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ว่างงานหรือรายได้ลดลง,2023-08-10,2023-08-18,2023-08-27,9000,9000,พร้อมเพย์,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,เชียงใหม่,สันทราย,บ้านพักเด็กและครอบครัว,2023,8,2023-08,2023,8,2023-08,2023,8,2023-08,8,17,9,72,ผู้สูงอายุ (60+),100.0,0,ภาคเหนือ,Chiang Mai,39
PAY00238,SOC00321,2028627553510,เบญจพร,ศรีประภา,ชาย,1954-12-08,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดผู้ดูแลและรายได้,2024-02-17,2024-02-20,2024-02-28,5000,2000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สระแก้ว,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2024,2,2024-02,2024,2,2024-02,2024,2,2024-02,3,11,8,69,ผู้สูงอายุ (60+),40.0,3000,ภาคตะวันออก,Sa Kaeo,18
PAY00239,SOC00432,7299832843044,เอกภพ,เข็มทอง,ชาย,2012-10-04,เด็กและเยาวชน,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีค่าใช้จ่ายด้านสุขภาพ,2024-06-02,2024-06-08,2024-06-09,4500,1000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,2,งบประมาณรายจ่ายประจำปี,สกลนคร,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,6,2024-06,2024,6,2024-06,2024,6,2024-06,6,7,1,11,เด็กและเยาวชน (<18),22.22,3500,ภาคตะวันออกเฉียงเหนือ,Sakon Nakhon,36
PAY00240,SOC00454,1662630763628,ชยุต,ร่มเย็น,หญิง,1988-10-04,ผู้มีรายได้น้อย,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีค่าใช้จ่ายด้านสุขภาพ,2025-08-23,2025-08-30,2025-09-09,2500,2000,พร้อมเพย์,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,ภูเก็ต,กะทู้,บ้านพักเด็กและครอบครัว,2025,8,2025-08,2025,8,2025-08,2025,9,2025-09,7,17,10,36,วัยแรงงานตอนกลาง (36-59),80.0,500,ภาคใต้,Phuket,67
PAY00241,SOC00020,8334995448384,สุภาวดี,นิ่มนวล,ชาย,1956-02-07,คนไร้ที่พึ่ง,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2026-01-20,2026-01-31,2026-02-06,2000,2000,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,จันทบุรี,หนองกลาง,บ้านพักเด็กและครอบครัว,2026,1,2026-01,2026,1,2026-01,2026,2,2026-02,11,17,6,69,ผู้สูงอายุ (60+),100.0,0,ภาคตะวันออก,Chanthaburi,13
PAY00242,SOC00108,6770693544191,ณัฐวุฒิ,คุ้มภัย,หญิง,1976-03-02,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ว่างงานหรือรายได้ลดลง,2026-07-07,2026-07-14,2026-07-16,2000,2000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,แพร่,ศรีพัฒนา,บ้านพักเด็กและครอบครัว,2026,7,2026-07,2026,7,2026-07,2026,7,2026-07,7,9,2,50,วัยแรงงานตอนกลาง (36-59),100.0,0,ภาคเหนือ,Phrae,43
PAY00243,SOC00144,1006605605860,ชไมพร,ทองอินทร์,ชาย,1976-02-25,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2023-10-31,2023-11-02,2023-11-08,6500,2000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,น่าน,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2023,10,2023-10,2023,11,2023-11,2023,11,2023-11,2,8,6,47,วัยแรงงานตอนกลาง (36-59),30.77,4500,ภาคเหนือ,Nan,44
PAY00244,SOC00164,2580717310193,วรัญญา,วัฒนศรี,ชาย,1975-04-01,ผู้มีรายได้น้อย,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2025-09-16,2025-09-27,2025-10-02,6500,500,พร้อมเพย์,จ่ายครบแล้ว,3,เงินสำรองเพื่อกรณีฉุกเฉิน,ตรัง,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2025,9,2025-09,2025,9,2025-09,2025,10,2025-10,11,16,5,50,วัยแรงงานตอนกลาง (36-59),7.69,6000,ภาคใต้,Trang,73
PAY00245,SOC00255,8147042507422,นภัสสร,ธรรมคุณ,ชาย,2006-10-12,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์คนพิการ,ขาดผู้ดูแลและรายได้,2024-02-16,2024-02-21,2024-02-28,8000,4500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ราชบุรี,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,2,2024-02,2024,2,2024-02,2024,2,2024-02,5,12,7,17,เด็กและเยาวชน (<18),56.25,3500,ภาคตะวันตก,Ratchaburi,56
PAY00246,SOC00128,7411660149308,ณิชา,ศรีสุข,หญิง,1961-08-07,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2025-11-21,2025-11-28,2025-12-04,5500,4000,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,1,งบดำเนินงานของหน่วยงาน,ชลบุรี,พนัสนิคม,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2025,11,2025-11,2025,11,2025-11,2025,12,2025-12,7,13,6,64,ผู้สูงอายุ (60+),72.73,1500,ภาคตะวันออก,Chon Buri,11
PAY00247,SOC00137,7847287882876,วรเมธ,สุวรรณวงศ์,หญิง,1971-08-04,คนไร้ที่พึ่ง,เงินช่วยเหลือด้านที่อยู่อาศัย,ว่างงานหรือรายได้ลดลง,2024-10-12,2024-10-14,2024-10-23,3000,1500,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ลำปาง,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2024,10,2024-10,2024,10,2024-10,2024,10,2024-10,2,11,9,53,วัยแรงงานตอนกลาง (36-59),50.0,1500,ภาคเหนือ,Lampang,41
PAY00248,SOC00198,6058464981804,สิทธิโชค,ศรีสุข,ชาย,1983-09-26,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2023-09-21,2023-10-03,2023-10-03,4000,500,พร้อมเพย์,จ่ายบางส่วน,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ลพบุรี,เมือง,บ้านพักเด็กและครอบครัว,2023,9,2023-09,2023,10,2023-10,2023,10,2023-10,12,12,0,39,วัยแรงงานตอนกลาง (36-59),12.5,3500,ภาคกลาง,Lop Buri,7
PAY00249,SOC00284,5211057895007,วาสนา,มงคลชัย,หญิง,1994-07-18,ผู้มีรายได้น้อย,เงินสงเคราะห์คนพิการ,ว่างงานหรือรายได้ลดลง,2022-01-22,2022-01-28,2022-02-01,9500,9500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,พิษณุโลก,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2022,1,2022-01,2022,1,2022-01,2022,2,2022-02,6,10,4,27,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคกลาง,Phitsanulok,53
PAY00250,SOC00342,7319271730342,ชยุต,เจริญสุข,ชาย,2019-01-31,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ประสบปัญหาค่าครองชีพ,2024-11-24,2024-12-01,2024-12-07,8500,7500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,สระบุรี,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ,2024,11,2024-11,2024,12,2024-12,2024,12,2024-12,7,13,6,5,เด็กและเยาวชน (<18),88.24,1000,ภาคกลาง,Saraburi,10
PAY00251,SOC00370,2860863018482,วรเมธ,ทวีทรัพย์,ชาย,1972-10-04,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2025-11-24,2025-12-04,2025-12-07,6000,5500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,บุรีรัมย์,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2025,11,2025-11,2025,12,2025-12,2025,12,2025-12,10,13,3,53,วัยแรงงานตอนกลาง (36-59),91.67,500,ภาคตะวันออกเฉียงเหนือ,Buri Ram,20
PAY00252,SOC00247,5565278476865,ปวีณา,เกียรติไพศาล,หญิง,2017-07-12,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-03-07,2024-03-17,2024-03-22,5500,2000,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,2,งบดำเนินงานของหน่วยงาน,สุราษฎร์ธานี,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด,2024,3,2024-03,2024,3,2024-03,2024,3,2024-03,10,15,5,6,เด็กและเยาวชน (<18),36.36,3500,ภาคใต้,Surat Thani,68
PAY00253,SOC00401,6221876707493,ปิยะพงษ์,สุวรรณศรี,หญิง,2002-10-21,คนพิการ,เงินช่วยเหลือด้านที่อยู่อาศัย,ที่อยู่อาศัยไม่เหมาะสม,2024-11-03,2024-11-13,2024-11-19,11500,11500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ชลบุรี,บางละมุง,ศูนย์คุ้มครองคนไร้ที่พึ่ง,2024,11,2024-11,2024,11,2024-11,2024,11,2024-11,10,16,6,22,วัยแรงงานตอนต้น (18-35),100.0,0,ภาคตะวันออก,Chon Buri,11
