payment_id,case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,welfare_type,assistance_reason,request_date,approval_date,payment_date,approved_amount,paid_amount,payment_method,payment_status,payment_round,fund_source,province,district,agency
PAY00269,SOC00198,6058464981804,สิทธิโชค,ศรีสุข,ชาย,1983-09-26,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2023-09-25,2023-10-02,2023-10-04,4000,1000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,2,เงินสำรองเพื่อกรณีฉุกเฉิน,ลพบุรี,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00270,SOC00274,3182451883395,นิภาพร,บัวทอง,หญิง,1959-08-29,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2022-05-03,2022-05-13,2022-05-13,7000,500,พร้อมเพย์,จ่ายครบแล้ว,3,เงินสำรองเพื่อกรณีฉุกเฉิน,ลพบุรี,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00271,SOC00302,7648088792161,ชนิดา,มิตรดี,หญิง,1955-01-24,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดผู้ดูแลและรายได้,2026-02-16,2026-02-23,2026-03-05,2500,2500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,กระบี่,บ้านใหม่,บ้านพักเด็กและครอบครัว
PAY00272,SOC00165,2416387552781,ปกรณ์,คำแสน,ชาย,1980-01-16,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2022-02-07,2022-02-15,2022-02-24,3000,1000,พร้อมเพย์,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นราธิวาส,เมือง,บ้านพักเด็กและครอบครัว
PAY00273,SOC00147,7326725368021,วราภรณ์,วิริยะกุล,หญิง,1983-07-06,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ที่อยู่อาศัยไม่เหมาะสม,2024-05-07,2024-05-17,2024-05-25,20000,15500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,2,งบดำเนินงานของหน่วยงาน,ลำพูน,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00274,SOC00371,5782467502958,กาญจนา,ธรรมวงศ์,หญิง,1990-02-27,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-08-24,2026-08-24,2026-08-24,6000,500,พร้อมเพย์,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ชลบุรี,ศรีราชา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00275,SOC00006,6001213402611,ชญานิศ,ประเสริฐศรี,ชาย,2017-04-15,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ประสบปัญหาค่าครองชีพ,2025-01-23,2025-01-30,2025-02-02,2000,2000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,อุตรดิตถ์,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00276,SOC00456,8264653465243,นภัสสร,กุลวงศ์,หญิง,1965-09-21,คนไร้ที่พึ่ง,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ประสบปัญหาค่าครองชีพ,2026-05-02,2026-05-04,2026-05-08,6000,1000,พร้อมเพย์,รอจ่ายงวดถัดไป,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,เชียงราย,แม่สาย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00277,SOC00429,4183267553743,รุจิรา,พิพัฒน์กุล,ชาย,1991-07-17,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2023-03-09,2023-03-18,2023-03-23,10000,3500,พร้อมเพย์,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,พระนครศรีอยุธยา,ทุ่งสุข,บ้านพักเด็กและครอบครัว
PAY00278,SOC00341,8951075466650,สายฝน,รุ่งสวัสดิ์,ชาย,1957-02-03,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ครอบครัวประสบเหตุฉุกเฉิน,2024-10-22,2024-10-24,2024-10-24,8500,8500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ชลบุรี,เมืองชลบุรี,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00279,SOC00068,3019247215310,วิศรุต,ทองสุข,หญิง,2023-08-27,เด็กและเยาวชน,เงินสงเคราะห์คนพิการ,ที่อยู่อาศัยไม่เหมาะสม,2024-02-03,2024-02-09,2024-02-15,2000,2000,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ลำพูน,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00280,SOC00084,4681324578448,ชลธิชา,สืบสาย,หญิง,1976-01-20,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2025-10-30,2025-11-03,2025-11-03,7500,1000,พร้อมเพย์,จ่ายบางส่วน,2,งบประมาณรายจ่ายประจำปี,กาฬสินธุ์,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00281,SOC00128,7411660149308,ณิชา,ศรีสุข,หญิง,1961-08-07,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2025-11-24,2025-11-28,2025-12-05,5500,1000,เงินสดผ่านหน่วยงาน,จ่ายบางส่วน,2,งบดำเนินงานของหน่วยงาน,ชลบุรี,พนัสนิคม,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00282,SOC00073,4336679348757,นิภาพร,อินทร์แก้ว,หญิง,1963-06-27,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2022-01-04,2022-01-13,2022-01-20,10000,10000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นครปฐม,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00283,SOC00076,1159799300603,ภูริณัฐ,สุทธิวงศ์,ชาย,1989-09-19,สตรีและครอบครัว,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2026-04-06,2026-04-07,2026-04-11,4000,1000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,ตราด,หนองกลาง,บ้านพักเด็กและครอบครัว
PAY00284,SOC00129,8687267231381,กรรณิการ์,คงเจริญ,ชาย,1985-08-03,ผู้มีรายได้น้อย,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2025-04-08,2025-04-15,2025-04-20,4500,4500,พร้อมเพย์,จ่ายครบแล้ว,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,เชียงใหม่,สันทราย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00285,SOC00241,6928030073187,ธวัชชัย,อ่อนละมุน,ชาย,1947-01-14,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดผู้ดูแลและรายได้,2024-07-16,2024-07-18,2024-07-28,8500,8500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,งบดำเนินงานของหน่วยงาน,ตรัง,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00286,SOC00380,6262808476946,วรรณวิสา,อ่อนละมุน,ชาย,1991-02-03,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2026-06-16,2026-06-17,2026-06-18,3000,1000,พร้อมเพย์,รอจ่ายงวดถัดไป,1,งบดำเนินงานของหน่วยงาน,สุราษฎร์ธานี,บ้านใหม่,บ้านพักเด็กและครอบครัว
PAY00287,SOC00099,6175018023820,กาญจนา,อ่อนละมุน,หญิง,1954-02-05,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ครอบครัวประสบเหตุฉุกเฉิน,2025-01-19,2025-01-29,2025-02-04,6000,3000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,พิษณุโลก,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00288,SOC00212,2359976046107,ศิวกร,วัฒนกุล,ชาย,2007-07-18,เด็กและเยาวชน,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2024-03-31,2024-04-10,2024-04-15,8000,6000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สระบุรี,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00289,SOC00329,8961874810092,สุรศักดิ์,แสงจันทร์,ชาย,1994-08-18,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ว่างงานหรือรายได้ลดลง,2025-06-08,2025-06-11,2025-06-11,5500,5000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,เชียงราย,เชียงของ,บ้านพักเด็กและครอบครัว
PAY00290,SOC00358,7571303492442,พรทิพย์,จันทร์ฉาย,หญิง,2005-05-18,คนไร้ที่พึ่ง,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ที่อยู่อาศัยไม่เหมาะสม,2026-08-22,2026-08-24,2026-08-24,8500,8000,พร้อมเพย์,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,เชียงราย,พาน,บ้านพักเด็กและครอบครัว
PAY00291,SOC00188,8338090748565,วิภาวี,อารีรักษ์,หญิง,2019-06-21,คนพิการ,เงินสงเคราะห์คนพิการ,ครอบครัวประสบเหตุฉุกเฉิน,2026-03-06,2026-03-15,2026-03-18,4500,1000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบดำเนินงานของหน่วยงาน,แพร่,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00292,SOC00144,1006605605860,ชไมพร,ทองอินทร์,ชาย,1976-02-25,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2023-10-30,2023-11-04,2023-11-09,6500,500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,น่าน,หนองกลาง,บ้านพักเด็กและครอบครัว
PAY00293,SOC00044,4871562621101,ณิชา,สมานมิตร,หญิง,1960-05-07,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ประสบปัญหาค่าครองชีพ,2026-06-11,2026-06-19,2026-06-28,2000,500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,2,งบประมาณรายจ่ายประจำปี,อุบลราชธานี,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00294,SOC00203,1246854237102,ชยพล,ธรรมรักษ์,หญิง,1940-03-02,ผู้สูงอายุ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-02-05,2025-02-07,2025-02-15,4500,4000,พร้อมเพย์,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,สุราษฎร์ธานี,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00295,SOC00316,1166285723581,จักรพันธ์,ไชยวงศ์,หญิง,1968-08-10,คนไร้ที่พึ่ง,เงินช่วยเหลือด้านที่อยู่อาศัย,มีภาระหนี้สินและค่าใช้จ่ายจำเป็น,2023-09-13,2023-09-17,2023-09-19,15000,3000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,2,งบดำเนินงานของหน่วยงาน,สุพรรณบุรี,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00296,SOC00339,5565278476865,ปวีณา,เกียรติไพศาล,หญิง,2017-07-12,เด็กและเยาวชน,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ครอบครัวประสบเหตุฉุกเฉิน,2024-01-22,2024-01-28,2024-02-07,6500,4000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,บุรีรัมย์,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00297,SOC00098,1114485059968,อรทัย,กุลวงศ์,ชาย,2006-08-14,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์เด็กในครอบครัวยากจน,มีค่าใช้จ่ายด้านสุขภาพ,2024-09-12,2024-09-24,2024-10-04,6000,3000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,3,งบดำเนินงานของหน่วยงาน,สงขลา,เมืองสงขลา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00298,SOC00063,4809391044889,ชไมพร,สุขใจ,ชาย,1961-02-24,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ครอบครัวประสบเหตุฉุกเฉิน,2024-02-27,2024-03-09,2024-03-19,2500,1500,พร้อมเพย์,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ลพบุรี,คลองใหม่,บ้านพักเด็กและครอบครัว
PAY00299,SOC00414,5943697160306,นรินทร์,ศรีประภา,ชาย,1961-04-30,ผู้สูงอายุ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-10-09,2024-10-12,2024-10-16,4500,2500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,เชียงใหม่,สันทราย,บ้านพักเด็กและครอบครัว
PAY00300,SOC00229,3053576212498,ธัญชนก,จันทร์หอม,ชาย,1956-06-25,ผู้มีรายได้น้อย,เงินสงเคราะห์เด็กในครอบครัวยากจน,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2022-07-27,2022-08-08,2022-08-10,6500,4500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,นครศรีธรรมราช,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00301,SOC00121,6602393035595,วราภรณ์,คำดี,ชาย,2004-07-18,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ครอบครัวประสบเหตุฉุกเฉิน,2024-10-02,2024-10-13,2024-10-16,3000,2000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สุราษฎร์ธานี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00302,SOC00128,7411660149308,ณิชา,ศรีสุข,หญิง,1961-08-07,ผู้สูงอายุ,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2025-11-21,2025-12-03,2025-12-13,5500,500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,งบดำเนินงานของหน่วยงาน,ชลบุรี,พนัสนิคม,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00303,SOC00430,5895763449804,ธนกฤต,อินทร์แก้ว,หญิง,1952-05-31,ผู้สูงอายุ,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ขาดผู้ดูแลและรายได้,2026-05-22,2026-05-30,2026-06-01,2000,500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,2,งบประมาณรายจ่ายประจำปี,กาฬสินธุ์,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00304,SOC00427,6747467430119,ภาคิน,ศรีประภา,ชาย,1953-06-17,คนพิการ,เงินสงเคราะห์คนพิการ,ขาดผู้ดูแลและรายได้,2024-06-21,2024-07-01,2024-07-09,10000,2000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,เชียงใหม่,สันทราย,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00305,SOC00469,4369565420184,ภัทรพล,จำปาแก้ว,หญิง,1961-01-01,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2022-06-04,2022-06-05,2022-06-13,15500,1500,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,จันทบุรี,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00306,SOC00147,7326725368021,วราภรณ์,วิริยะกุล,หญิง,1983-07-06,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ที่อยู่อาศัยไม่เหมาะสม,2024-05-07,2024-05-19,2024-05-20,20000,500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,งบดำเนินงานของหน่วยงาน,ลำพูน,คลองใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00307,SOC00305,8400897548223,เมธาวี,ศรีจันทร์,หญิง,1960-06-01,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,มีค่าใช้จ่ายด้านสุขภาพ,2025-02-16,2025-02-18,2025-02-20,10000,10000,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ปราจีนบุรี,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00308,SOC00455,8814171986492,ศิวกร,รัตนกุล,หญิง,1982-09-06,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์คนพิการ,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-03-07,2024-03-18,2024-03-19,5500,2000,พร้อมเพย์,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,กาฬสินธุ์,เมือง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00309,SOC00423,3130178026844,พรชัย,ธนากุล,ชาย,1951-07-24,ผู้สูงอายุ,เงินช่วยเหลือด้านที่อยู่อาศัย,ที่อยู่อาศัยไม่เหมาะสม,2025-12-22,2025-12-24,2026-01-03,16500,16500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ชลบุรี,เมืองชลบุรี,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00310,SOC00212,2359976046107,ศิวกร,วัฒนกุล,ชาย,2007-07-18,เด็กและเยาวชน,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2024-03-29,2024-04-02,2024-04-05,8000,1500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,สระบุรี,หนองกลาง,บ้านพักเด็กและครอบครัว
PAY00311,SOC00456,8264653465243,นภัสสร,กุลวงศ์,หญิง,1965-09-21,คนไร้ที่พึ่ง,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ประสบปัญหาค่าครองชีพ,2026-05-01,2026-05-08,2026-05-09,6000,5000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,เชียงราย,แม่สาย,บ้านพักเด็กและครอบครัว
PAY00312,SOC00232,7081007014439,พิมพ์ชนก,สมานมิตร,ชาย,2006-03-24,เด็กและเยาวชน,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ขาดผู้ดูแลและรายได้,2024-02-25,2024-03-04,2024-03-12,10000,500,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,อุดรธานี,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00313,SOC00460,2916748425911,กฤษฎา,วงศ์คำ,หญิง,1984-10-30,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,ครอบครัวประสบเหตุฉุกเฉิน,2025-08-03,2025-08-15,2025-08-23,12500,11000,พร้อมเพย์,จ่ายครบแล้ว,2,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,น่าน,หนองกลาง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00314,SOC00221,3330387062795,ณิชา,ภูมิใจ,ชาย,1988-09-12,คนพิการ,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,มีค่าใช้จ่ายด้านสุขภาพ,2022-10-25,2022-11-05,2022-11-09,6500,1000,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,อุบลราชธานี,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
PAY00315,SOC00279,2832727268067,นิตยา,เกียรติไพศาล,หญิง,1960-05-24,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินสงเคราะห์ครอบครัวผู้มีรายได้น้อยและผู้ไร้ที่พึ่ง,ขาดผู้ดูแลและรายได้,2024-03-11,2024-03-21,2024-03-26,3000,1000,พร้อมเพย์,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,ราชบุรี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00316,SOC00464,8621378426380,ณัฐวุฒิ,อุดมศักดิ์,ชาย,1987-09-07,ผู้มีรายได้น้อย,เงินสงเคราะห์คนพิการ,ที่อยู่อาศัยไม่เหมาะสม,2023-10-06,2023-10-14,2023-10-24,6500,5000,โอนเข้าบัญชีธนาคาร,รอจ่ายงวดถัดไป,1,งบประมาณรายจ่ายประจำปี,เชียงใหม่,หางดง,บ้านพักเด็กและครอบครัว
PAY00317,SOC00155,8271399955733,พรชัย,ใจดี,ชาย,1992-05-19,คนไร้ที่พึ่ง,เงินสงเคราะห์เด็กในครอบครัวยากจน,ครอบครัวประสบเหตุฉุกเฉิน,2024-04-11,2024-04-22,2024-04-22,9000,5500,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,2,งบประมาณรายจ่ายประจำปี,สกลนคร,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00318,SOC00167,8532637779129,จิราภรณ์,บัวทอง,หญิง,2005-04-10,คนพิการ,เงินสงเคราะห์ผู้สูงอายุในภาวะยากลำบาก,ครอบครัวประสบเหตุฉุกเฉิน,2023-12-06,2023-12-08,2023-12-09,2500,1000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,3,งบประมาณรายจ่ายประจำปี,ลพบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
PAY00319,SOC00330,3615783861595,รุจิรา,วัฒนศรี,ชาย,1964-08-29,คนไร้ที่พึ่ง,เงินสงเคราะห์คนพิการ,ที่อยู่อาศัยไม่เหมาะสม,2025-06-25,2025-07-06,2025-07-14,4500,4500,พร้อมเพย์,จ่ายครบแล้ว,1,งบประมาณรายจ่ายประจำปี,ชลบุรี,ศรีราชา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00320,SOC00118,6891795333954,เกศรินทร์,เรืองฤทธิ์,ชาย,1984-05-07,ผู้มีรายได้น้อย,เงินช่วยเหลือด้านที่อยู่อาศัย,ที่อยู่อาศัยไม่เหมาะสม,2026-03-19,2026-03-25,2026-04-04,17000,16000,โอนเข้าบัญชีธนาคาร,จ่ายบางส่วน,1,เงินกองทุนส่งเสริมการจัดสวัสดิการสังคม,ปทุมธานี,ธัญบุรี,บ้านพักเด็กและครอบครัว
PAY00321,SOC00100,5931255930678,นรินทร์,บุญส่ง,ชาย,1939-12-10,ผู้สูงอายุ,เงินช่วยเหลือด้านที่อยู่อาศัย,ขาดรายได้สำหรับค่าใช้จ่ายจำเป็น,2024-08-24,2024-09-04,2024-09-14,3000,3000,โอนเข้าบัญชีธนาคาร,จ่ายครบแล้ว,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ขอนแก่น,น้ำพอง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
PAY00322,SOC00233,6021285211145,รวิศ,ศรีสุข,หญิง,1977-08-15,ผู้ประสบปัญหาทางสังคมทั่วไป,เงินช่วยเหลือด้านที่อยู่อาศัย,มีค่าใช้จ่ายด้านสุขภาพ,2023-12-06,2023-12-15,2023-12-21,6500,5000,เงินสดผ่านหน่วยงาน,จ่ายครบแล้ว,2,เงินสำรองเพื่อกรณีฉุกเฉิน,ปราจีนบุรี,หนองกลาง,บ้านพักเด็กและครอบครัว
PAY00323,SOC00123,3019247215310,วิศรุต,ทองสุข,หญิง,2023-08-27,เด็กและเยาวชน,เงินช่วยเหลือผู้ประสบปัญหาทางสังคมกรณีฉุกเฉิน,ประสบปัญหาค่าครองชีพ,2025-01-08,2025-01-20,2025-01-23,4000,3500,เงินสดผ่านหน่วยงาน,รอจ่ายงวดถัดไป,1,เงินสำรองเพื่อกรณีฉุกเฉิน,ตรัง,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
