payment_id,grant_case_id,child_citizen_id,child_first_name,child_last_name,child_gender,child_birth_date,father_citizen_id,father_first_name,father_last_name,father_status,mother_citizen_id,mother_first_name,mother_last_name,mother_status,guardian_citizen_id,guardian_first_name,guardian_last_name,guardian_relationship,legal_guardian_relation,legal_guardian_reason,application_date,approval_date,entitlement_start_date,payment_date,payment_round,payment_amount,payment_status,payment_method,household_member_count,household_annual_income,registration_channel,province,district,subdistrict,agency
NCGPAY00096,NCG00096,3.38309E+12,พัชรินทร์,บุญมี,หญิง,2/09/2022,6.26042E+12,ปกรณ์,พูลเพิ่ม,มีชีวิตและเลี้ยงดูเด็ก,2.21088E+12,ณิชา,วิริยะกุล,มีชีวิตและเลี้ยงดูเด็ก,2.21088E+12,ณิชา,วิริยะกุล,มารดา,,,22/03/2023,30/03/2023,30/03/2023,24/04/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,82500,หน่วยบริการเคลื่อนที่,ระยอง,บ้านค่าย,หนองละลอก,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00165,NCG00165,1.23847E+12,ธัญชนก,เพชรรัตน์,หญิง,22/08/2022,5.90011E+12,กฤษฎา,พรหมมา,มีชีวิตและเลี้ยงดูเด็ก,7.34412E+12,ศิริพร,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,7.34412E+12,ศิริพร,มั่นคง,มารดา,,,6/04/2023,21/04/2023,21/04/2023,8/05/2023,1,600,จ่ายสำเร็จ,พร้อมเพย์,4,66600,ระบบออนไลน์,พัทลุง,ศรีนครินทร์,ชุมพล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพัทลุง
NCGPAY00352,NCG00118,5.06698E+12,ปกรณ์,เมืองแก้ว,ชาย,31/01/2023,8.7417E+12,วรวิทย์,จันทร์หอม,มีชีวิตและเลี้ยงดูเด็ก,2.99913E+12,ชไมพร,ยอดแก้ว,มีชีวิตแต่ไม่ได้เลี้ยงดู,8.7417E+12,วรวิทย์,จันทร์หอม,บิดา,,,29/03/2023,9/04/2023,9/04/2023,15/05/2023,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,47800,เจ้าหน้าที่ช่วยลงทะเบียน,ชลบุรี,พนัสนิคม,วัดโบสถ์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดชลบุรี
NCGPAY00148,NCG00148,3.13018E+12,สุชาดา,เกียรติไพศาล,หญิง,11/12/2022,5.63452E+12,ณัฐวุฒิ,ศรีนวล,มีชีวิตและเลี้ยงดูเด็ก,7.83174E+12,เพ็ญศรี,มีทรัพย์,ไม่สามารถติดต่อได้,5.63452E+12,ณัฐวุฒิ,ศรีนวล,บิดา,,,10/04/2023,17/04/2023,17/04/2023,17/05/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,67900,ระบบออนไลน์,สงขลา,เทพา,วังใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสงขลา
NCGPAY00353,NCG00096,3.38309E+12,พัชรินทร์,บุญมี,หญิง,2/09/2022,6.26042E+12,ปกรณ์,พูลเพิ่ม,มีชีวิตและเลี้ยงดูเด็ก,2.21088E+12,ณิชา,วิริยะกุล,มีชีวิตและเลี้ยงดูเด็ก,2.21088E+12,ณิชา,วิริยะกุล,มารดา,,,22/03/2023,30/03/2023,30/03/2023,28/05/2023,2,600,จ่ายสำเร็จ,พร้อมเพย์,6,82500,หน่วยบริการเคลื่อนที่,ระยอง,บ้านค่าย,หนองละลอก,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00343,NCG00165,1.23847E+12,ธัญชนก,เพชรรัตน์,หญิง,22/08/2022,5.90011E+12,กฤษฎา,พรหมมา,มีชีวิตและเลี้ยงดูเด็ก,7.34412E+12,ศิริพร,มั่นคง,มีชีวิตและเลี้ยงดูเด็ก,7.34412E+12,ศิริพร,มั่นคง,มารดา,,,6/04/2023,21/04/2023,21/04/2023,6/06/2023,2,600,จ่ายสำเร็จ,พร้อมเพย์,4,66600,ระบบออนไลน์,พัทลุง,ศรีนครินทร์,ชุมพล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพัทลุง
NCGPAY00146,NCG00146,7.84539E+12,เพ็ญนภา,ธรรมรักษ์,ชาย,7/11/2022,4.84999E+12,ศรัณย์,ศรีสมบัติ,เสียชีวิต,3.33458E+12,ศิรินภา,สวัสดิผล,มีชีวิตและเลี้ยงดูเด็ก,3.33458E+12,ศิรินภา,สวัสดิผล,มารดา,,,15/05/2023,29/05/2023,29/05/2023,11/06/2023,1,600,จ่ายสำเร็จ,พร้อมเพย์,5,74200,หน่วยบริการเคลื่อนที่,ร้อยเอ็ด,ธวัชบุรี,บึงนคร,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดร้อยเอ็ด
NCGPAY00264,NCG00264,2.01614E+12,ธนภัทร,ศรีจันทร์,ชาย,21/09/2022,1.58495E+12,ปริญญา,ชัยมงคล,มีชีวิตและเลี้ยงดูเด็ก,1.79228E+12,พัชรินทร์,ไชยวงศ์,มีชีวิตแต่ไม่ได้เลี้ยงดู,1.58495E+12,ปริญญา,ชัยมงคล,บิดา,,,17/04/2023,15/05/2023,15/05/2023,16/06/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,63100,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ขอนแก่น,น้ำพอง,สะอาด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00331,NCG00148,3.13018E+12,สุชาดา,เกียรติไพศาล,หญิง,11/12/2022,5.63452E+12,ณัฐวุฒิ,ศรีนวล,มีชีวิตและเลี้ยงดูเด็ก,7.83174E+12,เพ็ญศรี,มีทรัพย์,ไม่สามารถติดต่อได้,5.63452E+12,ณัฐวุฒิ,ศรีนวล,บิดา,,,10/04/2023,17/04/2023,17/04/2023,18/06/2023,2,600,จ่ายสำเร็จ,พร้อมเพย์,4,67900,ระบบออนไลน์,สงขลา,เทพา,วังใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสงขลา
NCGPAY00206,NCG00206,6.8542E+12,วรัญญา,ตั้งมั่น,หญิง,30/11/2022,1.87702E+12,ธนกฤต,จำปาแก้ว,มีชีวิตและเลี้ยงดูเด็ก,2.39725E+12,รัตนา,บุญเกิด,มีชีวิตและเลี้ยงดูเด็ก,1.87702E+12,ธนกฤต,จำปาแก้ว,บิดา,,,20/04/2023,19/05/2023,19/05/2023,20/06/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,76000,เจ้าหน้าที่ช่วยลงทะเบียน,นครปฐม,สามพราน,อ้อมใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00065,NCG00065,3.33753E+12,ธีธัช,เจริญสุข,หญิง,11/10/2022,2.05305E+12,ธนกฤต,สุขใจ,มีชีวิตแต่ไม่ได้เลี้ยงดู,6.59577E+12,พัชรินทร์,อินทร์แก้ว,มีชีวิตและเลี้ยงดูเด็ก,6.59577E+12,พัชรินทร์,อินทร์แก้ว,มารดา,,,14/05/2023,4/06/2023,4/06/2023,30/06/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,2,53200,หน่วยบริการเคลื่อนที่,เชียงราย,เมืองเชียงราย,นางแล,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดเชียงราย
NCGPAY00154,NCG00154,5.00234E+12,ภาคิน,ธรรมคุณ,หญิง,1/01/2023,4.29091E+12,อนุชา,แสงจันทร์,มีชีวิตและเลี้ยงดูเด็ก,2.18183E+12,นิตยา,มีทรัพย์,มีชีวิตและเลี้ยงดูเด็ก,4.29091E+12,อนุชา,แสงจันทร์,บิดา,,,18/06/2023,6/07/2023,6/07/2023,8/07/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,73000,เจ้าหน้าที่ช่วยลงทะเบียน,ตรัง,ปะเหลียน,เกาะค้างคาว,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00327,NCG00146,7.84539E+12,เพ็ญนภา,ธรรมรักษ์,ชาย,7/11/2022,4.84999E+12,ศรัณย์,ศรีสมบัติ,เสียชีวิต,3.33458E+12,ศิรินภา,สวัสดิผล,มีชีวิตและเลี้ยงดูเด็ก,3.33458E+12,ศิรินภา,สวัสดิผล,มารดา,,,15/05/2023,29/05/2023,29/05/2023,12/07/2023,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,74200,หน่วยบริการเคลื่อนที่,ร้อยเอ็ด,ธวัชบุรี,บึงนคร,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดร้อยเอ็ด
NCGPAY00391,NCG00264,2.01614E+12,ธนภัทร,ศรีจันทร์,ชาย,21/09/2022,1.58495E+12,ปริญญา,ชัยมงคล,มีชีวิตและเลี้ยงดูเด็ก,1.79228E+12,พัชรินทร์,ไชยวงศ์,มีชีวิตแต่ไม่ได้เลี้ยงดู,1.58495E+12,ปริญญา,ชัยมงคล,บิดา,,,17/04/2023,15/05/2023,15/05/2023,14/07/2023,2,1200,จ่ายย้อนหลังรวมหลายงวด,พร้อมเพย์,4,63100,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ขอนแก่น,น้ำพอง,สะอาด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00500,NCG00148,3.13018E+12,สุชาดา,เกียรติไพศาล,หญิง,11/12/2022,5.63452E+12,ณัฐวุฒิ,ศรีนวล,มีชีวิตและเลี้ยงดูเด็ก,7.83174E+12,เพ็ญศรี,มีทรัพย์,ไม่สามารถติดต่อได้,5.63452E+12,ณัฐวุฒิ,ศรีนวล,บิดา,,,10/04/2023,17/04/2023,17/04/2023,18/07/2023,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,4,67900,ระบบออนไลน์,สงขลา,เทพา,วังใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสงขลา
NCGPAY00111,NCG00111,4.80939E+12,ปาริชาติ,ธนากุล,หญิง,27/04/2023,2.78965E+12,ชยพล,มีทรัพย์,มีชีวิตและเลี้ยงดูเด็ก,4.98378E+12,เพ็ญศรี,สุทธิวงศ์,มีชีวิตและเลี้ยงดูเด็ก,4.98378E+12,เพ็ญศรี,สุทธิวงศ์,มารดา,,,7/06/2023,15/06/2023,15/06/2023,20/07/2023,1,600,จ่ายสำเร็จ,พร้อมเพย์,2,49200,หน่วยบริการเคลื่อนที่,อุดรธานี,นายูง,โนนทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดอุดรธานี
NCGPAY00119,NCG00119,4.93955E+12,ณัฐธิดา,คำดี,ชาย,25/12/2022,4.77383E+12,ธีรวัฒน์,บุญช่วย,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.34054E+12,วราภรณ์,ศรีนวล,มีชีวิตและเลี้ยงดูเด็ก,3.34054E+12,วราภรณ์,ศรีนวล,มารดา,,,14/06/2023,11/07/2023,11/07/2023,20/07/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,58300,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,เกาะสมุย,อ่างทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00308,NCG00206,6.8542E+12,วรัญญา,ตั้งมั่น,หญิง,30/11/2022,1.87702E+12,ธนกฤต,จำปาแก้ว,มีชีวิตและเลี้ยงดูเด็ก,2.39725E+12,รัตนา,บุญเกิด,มีชีวิตและเลี้ยงดูเด็ก,1.87702E+12,ธนกฤต,จำปาแก้ว,บิดา,,,20/04/2023,19/05/2023,19/05/2023,21/07/2023,2,600,จ่ายสำเร็จ,พร้อมเพย์,6,76000,เจ้าหน้าที่ช่วยลงทะเบียน,นครปฐม,สามพราน,อ้อมใหญ่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครปฐม
NCGPAY00203,NCG00203,8.30762E+12,พัชราภา,เพชรรัตน์,หญิง,10/11/2022,6.36547E+12,ธีรภัทร,อินทร์แก้ว,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.39261E+12,กมลชนก,วงศ์คำ,มีชีวิตและเลี้ยงดูเด็ก,3.39261E+12,กมลชนก,วงศ์คำ,มารดา,,,23/06/2023,9/07/2023,9/07/2023,1/08/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,75800,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,เมืองพิจิตร,ท่าฬอ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00219,NCG00219,1.74222E+12,กาญจนา,พูนทรัพย์,หญิง,14/03/2023,8.119E+12,สุรชัย,พรมศรี,มีชีวิตแต่ไม่ได้เลี้ยงดู,2.07464E+12,พรทิพย์,ชัยมงคล,มีชีวิตและเลี้ยงดูเด็ก,2.07464E+12,พรทิพย์,ชัยมงคล,มารดา,,,29/07/2023,6/08/2023,6/08/2023,13/08/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,62300,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ปราจีนบุรี,บ้านสร้าง,บางกระเบา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00461,NCG00264,2.01614E+12,ธนภัทร,ศรีจันทร์,ชาย,21/09/2022,1.58495E+12,ปริญญา,ชัยมงคล,มีชีวิตและเลี้ยงดูเด็ก,1.79228E+12,พัชรินทร์,ไชยวงศ์,มีชีวิตแต่ไม่ได้เลี้ยงดู,1.58495E+12,ปริญญา,ชัยมงคล,บิดา,,,17/04/2023,15/05/2023,15/05/2023,16/08/2023,3,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,4,63100,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ขอนแก่น,น้ำพอง,สะอาด,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดขอนแก่น
NCGPAY00393,NCG00119,4.93955E+12,ณัฐธิดา,คำดี,ชาย,25/12/2022,4.77383E+12,ธีรวัฒน์,บุญช่วย,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.34054E+12,วราภรณ์,ศรีนวล,มีชีวิตและเลี้ยงดูเด็ก,3.34054E+12,วราภรณ์,ศรีนวล,มารดา,,,14/06/2023,11/07/2023,11/07/2023,24/08/2023,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,58300,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,เกาะสมุย,อ่างทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00009,NCG00009,6.1127E+12,เบญจพร,วัฒนกุล,หญิง,25/02/2023,2.72781E+12,ปณชัย,แสงทอง,มีชีวิตและเลี้ยงดูเด็ก,5.13562E+12,ชไมพร,เรืองฤทธิ์,มีชีวิตและเลี้ยงดูเด็ก,5.13562E+12,ชไมพร,เรืองฤทธิ์,มารดา,,,21/07/2023,25/07/2023,25/07/2023,25/08/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,70400,เจ้าหน้าที่ช่วยลงทะเบียน,ยะลา,บันนังสตา,บาเจาะ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00208,NCG00208,3.33039E+12,ชนน,เรืองฤทธิ์,ชาย,12/04/2023,7.65235E+12,ธีรวัฒน์,คุ้มภัย,มีชีวิตและเลี้ยงดูเด็ก,6.13203E+12,สุกัญญา,เจริญสุข,มีชีวิตและเลี้ยงดูเด็ก,7.65235E+12,ธีรวัฒน์,คุ้มภัย,บิดา,,,3/08/2023,21/08/2023,21/08/2023,4/09/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,85800,ระบบออนไลน์,ชลบุรี,พนัสนิคม,วัดโบสถ์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดชลบุรี
NCGPAY00347,NCG00203,8.30762E+12,พัชราภา,เพชรรัตน์,หญิง,10/11/2022,6.36547E+12,ธีรภัทร,อินทร์แก้ว,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.39261E+12,กมลชนก,วงศ์คำ,มีชีวิตและเลี้ยงดูเด็ก,3.39261E+12,กมลชนก,วงศ์คำ,มารดา,,,23/06/2023,9/07/2023,9/07/2023,4/09/2023,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,75800,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,เมืองพิจิตร,ท่าฬอ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00237,NCG00237,7.51347E+12,อคิราห์,ชูศรี,ชาย,10/06/2023,6.86864E+12,ศรัณย์,พรหมมา,มีชีวิตแต่ไม่ได้เลี้ยงดู,8.14979E+12,ธนพร,ใจดี,มีชีวิตแต่ไม่ได้เลี้ยงดู,5.86055E+12,ชนิดา,สุขใจ,ผู้ปกครองโดยชอบด้วยกฎหมาย,น้า,บิดาและมารดาไม่ได้เลี้ยงดูเด็ก,3/08/2023,6/08/2023,6/08/2023,5/09/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,81300,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,เมืองพิจิตร,ท่าฬอ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00086,NCG00086,4.00428E+12,กฤติน,สมบูรณ์ผล,หญิง,30/05/2023,7.97364E+12,ศุภชัย,สุขเกษม,มีชีวิตและเลี้ยงดูเด็ก,6.45188E+12,ชุติมา,เกียรติไพศาล,มีชีวิตและเลี้ยงดูเด็ก,6.45188E+12,ชุติมา,เกียรติไพศาล,มารดา,,,21/07/2023,6/08/2023,6/08/2023,10/09/2023,1,1200,จ่ายย้อนหลังรวมหลายงวด,โอนเข้าบัญชีธนาคาร,5,72600,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ระยอง,บ้านค่าย,หนองละลอก,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00424,NCG00219,1.74222E+12,กาญจนา,พูนทรัพย์,หญิง,14/03/2023,8.119E+12,สุรชัย,พรมศรี,มีชีวิตแต่ไม่ได้เลี้ยงดู,2.07464E+12,พรทิพย์,ชัยมงคล,มีชีวิตและเลี้ยงดูเด็ก,2.07464E+12,พรทิพย์,ชัยมงคล,มารดา,,,29/07/2023,6/08/2023,6/08/2023,11/09/2023,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,62300,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ปราจีนบุรี,บ้านสร้าง,บางกระเบา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00079,NCG00079,2.37974E+12,ศิรินภา,สุขเกษม,หญิง,9/12/2022,8.63793E+12,สุรชัย,นิลแก้ว,เสียชีวิต,6.1701E+12,สุภาวดี,มีทรัพย์,มีชีวิตและเลี้ยงดูเด็ก,6.1701E+12,สุภาวดี,มีทรัพย์,มารดา,,,5/08/2023,27/08/2023,27/08/2023,21/09/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,7,79700,หน่วยบริการเคลื่อนที่,สระบุรี,เมืองสระบุรี,โคกสว่าง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระบุรี
NCGPAY00462,NCG00119,4.93955E+12,ณัฐธิดา,คำดี,ชาย,25/12/2022,4.77383E+12,ธีรวัฒน์,บุญช่วย,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.34054E+12,วราภรณ์,ศรีนวล,มีชีวิตและเลี้ยงดูเด็ก,3.34054E+12,วราภรณ์,ศรีนวล,มารดา,,,14/06/2023,11/07/2023,11/07/2023,21/09/2023,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,58300,หน่วยบริการเคลื่อนที่,สุราษฎร์ธานี,เกาะสมุย,อ่างทอง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุราษฎร์ธานี
NCGPAY00288,NCG00009,6.1127E+12,เบญจพร,วัฒนกุล,หญิง,25/02/2023,2.72781E+12,ปณชัย,แสงทอง,มีชีวิตและเลี้ยงดูเด็ก,5.13562E+12,ชไมพร,เรืองฤทธิ์,มีชีวิตและเลี้ยงดูเด็ก,5.13562E+12,ชไมพร,เรืองฤทธิ์,มารดา,,,21/07/2023,25/07/2023,25/07/2023,26/09/2023,2,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,5,70400,เจ้าหน้าที่ช่วยลงทะเบียน,ยะลา,บันนังสตา,บาเจาะ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดยะลา
NCGPAY00406,NCG00203,8.30762E+12,พัชราภา,เพชรรัตน์,หญิง,10/11/2022,6.36547E+12,ธีรภัทร,อินทร์แก้ว,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.39261E+12,กมลชนก,วงศ์คำ,มีชีวิตและเลี้ยงดูเด็ก,3.39261E+12,กมลชนก,วงศ์คำ,มารดา,,,23/06/2023,9/07/2023,9/07/2023,2/10/2023,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,75800,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,เมืองพิจิตร,ท่าฬอ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00408,NCG00208,3.33039E+12,ชนน,เรืองฤทธิ์,ชาย,12/04/2023,7.65235E+12,ธีรวัฒน์,คุ้มภัย,มีชีวิตและเลี้ยงดูเด็ก,6.13203E+12,สุกัญญา,เจริญสุข,มีชีวิตและเลี้ยงดูเด็ก,7.65235E+12,ธีรวัฒน์,คุ้มภัย,บิดา,,,3/08/2023,21/08/2023,21/08/2023,2/10/2023,2,600,จ่ายสำเร็จ,พร้อมเพย์,7,85800,ระบบออนไลน์,ชลบุรี,พนัสนิคม,วัดโบสถ์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดชลบุรี
NCGPAY00445,NCG00237,7.51347E+12,อคิราห์,ชูศรี,ชาย,10/06/2023,6.86864E+12,ศรัณย์,พรหมมา,มีชีวิตแต่ไม่ได้เลี้ยงดู,8.14979E+12,ธนพร,ใจดี,มีชีวิตแต่ไม่ได้เลี้ยงดู,5.86055E+12,ชนิดา,สุขใจ,ผู้ปกครองโดยชอบด้วยกฎหมาย,น้า,บิดาและมารดาไม่ได้เลี้ยงดูเด็ก,3/08/2023,6/08/2023,6/08/2023,4/10/2023,2,600,จ่ายสำเร็จ,พร้อมเพย์,7,81300,เจ้าหน้าที่ช่วยลงทะเบียน,พิจิตร,เมืองพิจิตร,ท่าฬอ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพิจิตร
NCGPAY00285,NCG00086,4.00428E+12,กฤติน,สมบูรณ์ผล,หญิง,30/05/2023,7.97364E+12,ศุภชัย,สุขเกษม,มีชีวิตและเลี้ยงดูเด็ก,6.45188E+12,ชุติมา,เกียรติไพศาล,มีชีวิตและเลี้ยงดูเด็ก,6.45188E+12,ชุติมา,เกียรติไพศาล,มารดา,,,21/07/2023,6/08/2023,6/08/2023,9/10/2023,2,600,จ่ายสำเร็จ,พร้อมเพย์,5,72600,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ระยอง,บ้านค่าย,หนองละลอก,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดระยอง
NCGPAY00019,NCG00019,8.05863E+12,ภูวดล,ทรัพย์เจริญ,หญิง,14/08/2023,7.82736E+12,เกรียงไกร,อุดมศักดิ์,มีชีวิตและเลี้ยงดูเด็ก,2.05403E+12,วราภรณ์,ธรรมคุณ,มีชีวิตและเลี้ยงดูเด็ก,2.05403E+12,วราภรณ์,ธรรมคุณ,มารดา,,,4/09/2023,4/10/2023,4/10/2023,14/10/2023,1,600,จ่ายสำเร็จ,พร้อมเพย์,7,84600,ลงทะเบียน ณ หน่วยรับลงทะเบียน,สุรินทร์,เมืองสุรินทร์,สำโรง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสุรินทร์
NCGPAY00495,NCG00219,1.74222E+12,กาญจนา,พูนทรัพย์,หญิง,14/03/2023,8.119E+12,สุรชัย,พรมศรี,มีชีวิตแต่ไม่ได้เลี้ยงดู,2.07464E+12,พรทิพย์,ชัยมงคล,มีชีวิตและเลี้ยงดูเด็ก,2.07464E+12,พรทิพย์,ชัยมงคล,มารดา,,,29/07/2023,6/08/2023,6/08/2023,15/10/2023,3,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,3,62300,ลงทะเบียน ณ หน่วยรับลงทะเบียน,ปราจีนบุรี,บ้านสร้าง,บางกระเบา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดปราจีนบุรี
NCGPAY00042,NCG00042,7.97232E+12,ศุภลักษณ์,คำดี,หญิง,22/07/2023,2.95914E+12,จักรพันธ์,รุ่งเรือง,มีชีวิตแต่ไม่ได้เลี้ยงดู,3.02392E+12,เพ็ญศรี,บุญเรือง,มีชีวิตและเลี้ยงดูเด็ก,3.02392E+12,เพ็ญศรี,บุญเรือง,มารดา,,,21/08/2023,17/09/2023,17/09/2023,20/10/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,79700,หน่วยบริการเคลื่อนที่,ตรัง,ปะเหลียน,เกาะค้างคาว,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดตรัง
NCGPAY00301,NCG00079,2.37974E+12,ศิรินภา,สุขเกษม,หญิง,9/12/2022,8.63793E+12,สุรชัย,นิลแก้ว,เสียชีวิต,6.1701E+12,สุภาวดี,มีทรัพย์,มีชีวิตและเลี้ยงดูเด็ก,6.1701E+12,สุภาวดี,มีทรัพย์,มารดา,,,5/08/2023,27/08/2023,27/08/2023,26/10/2023,2,600,จ่ายสำเร็จ,พร้อมเพย์,7,79700,หน่วยบริการเคลื่อนที่,สระบุรี,เมืองสระบุรี,โคกสว่าง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดสระบุรี
NCGPAY00022,NCG00022,7.31193E+12,กฤษฎา,ทรัพย์เจริญ,หญิง,29/07/2023,5.17525E+12,มนตรี,บุญมี,เสียชีวิต,5.13921E+12,พิมพ์ชนก,คุ้มภัย,มีชีวิตและเลี้ยงดูเด็ก,5.13921E+12,พิมพ์ชนก,คุ้มภัย,มารดา,,,7/09/2023,7/10/2023,7/10/2023,28/10/2023,1,600,จ่ายสำเร็จ,โอนเข้าบัญชีธนาคาร,6,79800,ระบบออนไลน์,พระนครศรีอยุธยา,บางบาล,ไทรน้อย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดพระนครศรีอยุธยา
