case_id,citizen_id,first_name,last_name,gender,birth_date,target_group,problem_type,request_date,assistance_date,assistance_type,case_source,urgency_level,case_result,close_date,channel,province,district,agency
SOC00243,7217531176802,ธัญชนก,สุขใจ,หญิง,1967-11-26,ผู้มีรายได้น้อย,ปัญหาสุขภาพและการดำรงชีพ,2024-06-25,2024-07-13,ประสานส่งต่อหน่วยงาน,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2024-07-24,เครือข่ายชุมชน,นครปฐม,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00244,4317959057583,วชิรวิทย์,คงเจริญ,หญิง,1968-10-24,ผู้ประสบปัญหาทางสังคมทั่วไป,ขาดผู้ดูแล,2023-12-06,2023-12-26,ช่วยเหลือด้านที่อยู่อาศัย,เครือข่ายชุมชนแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-01-24,หน่วยงานส่งต่อ,ขอนแก่น,น้ำพอง,ศูนย์ช่วยเหลือสังคม 1300
SOC00245,7871986306216,ปวีณา,เรืองฤทธิ์,หญิง,2002-09-18,ผู้ประสบปัญหาทางสังคมทั่วไป,หนี้สินครัวเรือน,2024-02-20,2024-02-26,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ให้คำปรึกษาและปิดเคส,2024-03-02,Walk-in,ระยอง,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00246,2241236265259,รัชนี,เกษมสุข,หญิง,1955-06-16,ผู้สูงอายุ,หนี้สินครัวเรือน,2024-01-22,2024-01-24,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ติดตามผลและปิดเคส,2024-01-28,สายด่วน พม. 1300,ลพบุรี,บ้านใหม่,บ้านพักเด็กและครอบครัว
SOC00247,5565278476865,ปวีณา,เกียรติไพศาล,หญิง,2017-07-12,เด็กและเยาวชน,หนี้สินครัวเรือน,2024-03-03,2024-03-24,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2024-03-24,เครือข่ายชุมชน,สุราษฎร์ธานี,ศรีพัฒนา,ศูนย์ช่วยเหลือสังคม 1300
SOC00248,1711069285392,ปิยธิดา,รุ่งเรือง,หญิง,1960-06-23,ผู้ประสบปัญหาทางสังคมทั่วไป,ความรุนแรงในครอบครัว,2022-04-16,2022-04-18,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ฉุกเฉิน,ส่งต่อหน่วยงานและปิดเคส,2022-05-06,ระบบออนไลน์,ลพบุรี,หนองกลาง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00249,6050845771638,ศุภลักษณ์,เกิดผล,ชาย,2001-03-28,ผู้ประสบปัญหาทางสังคมทั่วไป,ประสบเหตุฉุกเฉิน,2024-06-30,2024-07-06,ช่วยเหลือด้านที่อยู่อาศัย,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2024-08-02,Walk-in,นครราชสีมา,สีคิ้ว,บ้านพักเด็กและครอบครัว
SOC00250,2351403231447,อริสรา,รัตนวงศ์,ชาย,2002-01-22,คนพิการ,หนี้สินครัวเรือน,2025-12-16,2025-12-26,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2026-01-23,เครือข่ายชุมชน,ตราด,หนองกลาง,บ้านพักเด็กและครอบครัว
SOC00251,4543437896570,วิภาวี,พิทักษ์วงศ์,หญิง,2017-11-25,เด็กและเยาวชน,ว่างงาน,2026-07-11,2026-07-18,ช่วยเหลือด้านที่อยู่อาศัย,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ติดตามผลและปิดเคส,2026-08-11,หน่วยงานส่งต่อ,จันทบุรี,คลองใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00252,8414064445998,ธิดารัตน์,บุญช่วย,หญิง,1966-01-22,ผู้ประสบปัญหาทางสังคมทั่วไป,รายได้ไม่เพียงพอ,2024-08-29,2024-09-01,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2024-09-18,Walk-in,จันทบุรี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00253,4939550292741,พรทิพย์,จำปาแก้ว,ชาย,2002-12-04,คนพิการ,ขาดผู้ดูแล,2025-02-14,2025-02-20,จัดหาที่พักชั่วคราว,สายด่วน พม. 1300,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2025-02-23,หน่วยงานส่งต่อ,สุพรรณบุรี,ทุ่งสุข,ศูนย์ช่วยเหลือสังคม 1300
SOC00254,4703764944885,วาสนา,แสงทอง,ชาย,2004-02-02,เด็กและเยาวชน,ว่างงาน,2026-02-05,2026-02-10,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ช่วยเหลือและปิดเคส,2026-03-08,Walk-in,ฉะเชิงเทรา,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00255,8147042507422,นภัสสร,ธรรมคุณ,ชาย,2006-10-12,ผู้ประสบปัญหาทางสังคมทั่วไป,ที่อยู่อาศัย,2024-02-13,2024-02-29,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ช่วยเหลือและปิดเคส,2024-03-30,ระบบออนไลน์,ราชบุรี,ทุ่งสุข,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00256,8630586817476,ชยพล,ไชยวงศ์,หญิง,1956-12-10,คนไร้ที่พึ่ง,หนี้สินครัวเรือน,2023-11-09,2023-11-17,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ช่วยเหลือและปิดเคส,2023-11-22,สายด่วน พม. 1300,มหาสารคาม,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00257,5018625824481,มนัสวี,บุญช่วย,ชาย,2003-11-29,เด็กและเยาวชน,รายได้ไม่เพียงพอ,2025-10-04,2025-10-16,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2025-11-12,หน่วยงานส่งต่อ,กระบี่,ทุ่งสุข,บ้านพักเด็กและครอบครัว
SOC00258,6844038585389,ปาริชาติ,อารีรักษ์,หญิง,1951-01-01,ผู้สูงอายุ,ขาดผู้ดูแล,2023-08-10,2023-08-17,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ให้คำปรึกษาและปิดเคส,2023-09-09,เครือข่ายชุมชน,เชียงใหม่,สันทราย,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00259,2347442790261,จิราภรณ์,โพธิ์ทอง,ชาย,1957-08-28,ผู้สูงอายุ,ความรุนแรงในครอบครัว,2024-12-06,2024-12-24,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ช่วยเหลือและปิดเคส,2025-01-17,Walk-in,สมุทรปราการ,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
SOC00260,7069373225208,วนิดา,ธนากุล,หญิง,2004-04-27,เด็กและเยาวชน,ความรุนแรงในครอบครัว,2023-11-22,2023-12-07,ให้คำปรึกษา,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2024-01-02,หน่วยงานส่งต่อ,ลำปาง,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00261,1492665879551,ชไมพร,วิริยะกุล,หญิง,1953-12-10,ผู้สูงอายุ,หนี้สินครัวเรือน,2026-05-11,2026-05-13,ประสานส่งต่อหน่วยงาน,ญาติ/ครอบครัวแจ้ง,ฉุกเฉิน,ให้คำปรึกษาและปิดเคส,2026-06-08,เครือข่ายชุมชน,ตรัง,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00262,1287900655090,ธนภัทร,สวัสดิผล,ชาย,1991-04-18,ผู้ประสบปัญหาทางสังคมทั่วไป,ขาดผู้ดูแล,2026-04-04,2026-04-15,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2026-05-09,ระบบออนไลน์,นครปฐม,หนองกลาง,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00263,7159338166682,ชไมพร,พูนทรัพย์,ชาย,1968-06-20,ผู้ประสบปัญหาทางสังคมทั่วไป,หนี้สินครัวเรือน,2025-07-02,2025-07-08,ช่วยเหลือด้านที่อยู่อาศัย,เครือข่ายชุมชนแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2025-07-30,สายด่วน พม. 1300,สกลนคร,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00264,3892952290471,พีรพัฒน์,บุญธรรม,หญิง,1977-03-13,ผู้มีรายได้น้อย,หนี้สินครัวเรือน,2022-11-24,2022-12-07,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ช่วยเหลือและปิดเคส,2022-12-13,เครือข่ายชุมชน,สมุทรปราการ,บ้านใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00265,5058987582109,ศิริพร,รัตนวงศ์,ชาย,1944-12-21,ผู้สูงอายุ,หนี้สินครัวเรือน,2025-08-20,2025-08-22,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ติดตามผลและปิดเคส,2025-09-05,เครือข่ายชุมชน,ราชบุรี,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00266,4811096907581,กฤษฎา,สวัสดี,ชาย,2002-10-20,สตรีและครอบครัว,รายได้ไม่เพียงพอ,2025-02-26,2025-03-12,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ให้คำปรึกษาและปิดเคส,2025-03-20,Walk-in,เชียงราย,เมืองเชียงราย,บ้านพักเด็กและครอบครัว
SOC00267,8107121784585,ศุภชัย,สุทธิวงศ์,ชาย,1939-05-06,ผู้สูงอายุ,ปัญหาสุขภาพและการดำรงชีพ,2026-03-18,2026-04-04,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ติดตามผลและปิดเคส,2026-04-30,หน่วยงานส่งต่อ,ชลบุรี,พนัสนิคม,บ้านพักเด็กและครอบครัว
SOC00268,7572433352471,เพ็ญนภา,วัฒนกุล,หญิง,1971-11-23,ผู้มีรายได้น้อย,ขาดผู้ดูแล,2024-09-25,2024-10-16,จัดหาที่พักชั่วคราว,เครือข่ายชุมชนแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2024-11-08,ระบบออนไลน์,ชลบุรี,พนัสนิคม,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00269,2210557742255,ณัฐวุฒิ,บุญเรือง,ชาย,1964-12-05,ผู้สูงอายุ,ปัญหาสุขภาพและการดำรงชีพ,2024-09-25,2024-10-01,ช่วยเหลือด้านที่อยู่อาศัย,หน่วยงานภาครัฐส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2024-10-01,สายด่วน พม. 1300,ปทุมธานี,คลองหลวง,ศูนย์ช่วยเหลือสังคม 1300
SOC00270,2686280356044,เบญจพร,เพิ่มพูน,หญิง,1988-11-08,คนไร้ที่พึ่ง,หนี้สินครัวเรือน,2023-10-24,2023-11-11,จัดหาที่พักชั่วคราว,ญาติ/ครอบครัวแจ้ง,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2023-11-20,เครือข่ายชุมชน,อุดรธานี,คลองใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00271,3483833195887,สุรศักดิ์,นาคะ,ชาย,2002-12-28,คนพิการ,ประสบเหตุฉุกเฉิน,2024-10-25,2024-10-29,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,ญาติ/ครอบครัวแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2024-10-30,ระบบออนไลน์,ลพบุรี,คลองใหม่,บ้านพักเด็กและครอบครัว
SOC00272,2034926444824,พัชราภา,แสนดี,หญิง,1979-01-22,ผู้มีรายได้น้อย,ปัญหาสุขภาพและการดำรงชีพ,2026-06-20,2026-06-22,ประสานส่งต่อหน่วยงาน,สายด่วน พม. 1300,ฉุกเฉิน,ให้คำปรึกษาและปิดเคส,2026-07-14,ระบบออนไลน์,อุดรธานี,บ้านใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00273,1762634084546,นภัสสร,เพชรรัตน์,หญิง,1995-03-11,ผู้มีรายได้น้อย,ขาดผู้ดูแล,2023-07-12,2023-07-23,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ช่วยเหลือและปิดเคส,2023-08-21,Walk-in,กระบี่,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00274,3182451883395,นิภาพร,บัวทอง,หญิง,1959-08-29,ผู้สูงอายุ,ปัญหาสุขภาพและการดำรงชีพ,2022-04-28,2022-05-15,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2022-05-25,เครือข่ายชุมชน,ลพบุรี,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00275,2235985228481,ณัฐธิดา,ภูมิใจ,ชาย,1959-07-14,ผู้สูงอายุ,ปัญหาสุขภาพและการดำรงชีพ,2022-01-11,2022-01-20,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,ประชาชนแจ้งด้วยตนเอง,ปกติ,ติดตามผลและปิดเคส,2022-01-23,หน่วยงานส่งต่อ,เชียงใหม่,แม่ริม,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00276,6891795333954,เกศรินทร์,เรืองฤทธิ์,ชาย,1984-05-07,ผู้มีรายได้น้อย,รายได้ไม่เพียงพอ,2025-02-28,2025-03-01,ช่วยเหลือด้านที่อยู่อาศัย,หน่วยงานภาครัฐส่งต่อ,ฉุกเฉิน,ให้คำปรึกษาและปิดเคส,2025-03-09,สายด่วน พม. 1300,สกลนคร,หนองกลาง,บ้านพักเด็กและครอบครัว
SOC00277,6747064910082,กาญจนา,จารุวัฒน์,หญิง,1972-05-19,สตรีและครอบครัว,ที่อยู่อาศัย,2024-03-01,2024-03-09,ประสานส่งต่อหน่วยงาน,ญาติ/ครอบครัวแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2024-03-27,หน่วยงานส่งต่อ,สงขลา,หาดใหญ่,บ้านพักเด็กและครอบครัว
SOC00278,5449099631143,นฤมล,ปัญญาดี,หญิง,2005-01-20,ผู้มีรายได้น้อย,ประสบเหตุฉุกเฉิน,2023-04-08,2023-04-22,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2023-04-27,Walk-in,กระบี่,บ้านใหม่,ศูนย์ช่วยเหลือสังคม 1300
SOC00279,2832727268067,นิตยา,เกียรติไพศาล,หญิง,1960-05-24,ผู้ประสบปัญหาทางสังคมทั่วไป,ขาดผู้ดูแล,2024-03-10,2024-03-12,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ให้คำปรึกษาและปิดเคส,2024-04-06,เครือข่ายชุมชน,ราชบุรี,เมือง,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00280,4285272977581,กัลยา,บุญธรรม,ชาย,1970-10-21,คนไร้ที่พึ่ง,รายได้ไม่เพียงพอ,2023-12-29,2024-01-06,ประสานส่งต่อหน่วยงาน,ญาติ/ครอบครัวแจ้ง,ปกติ,ช่วยเหลือและปิดเคส,2024-02-04,Walk-in,จันทบุรี,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
SOC00281,6720112086082,กรรณิการ์,แสงจันทร์,ชาย,2003-04-07,เด็กและเยาวชน,ว่างงาน,2022-08-15,2022-08-30,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2022-09-14,เครือข่ายชุมชน,นราธิวาส,เมือง,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00282,8663551263876,เกศรินทร์,เพชรรัตน์,ชาย,1964-07-16,ผู้สูงอายุ,ว่างงาน,2022-03-28,2022-03-30,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ฉุกเฉิน,ติดตามผลและปิดเคส,2022-04-18,สายด่วน พม. 1300,สระบุรี,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00283,5641634976130,นรินทร์,สวัสดิผล,ชาย,2024-12-15,เด็กและเยาวชน,ประสบเหตุฉุกเฉิน,2022-11-21,2022-12-06,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ติดตามผลและปิดเคส,2022-12-22,หน่วยงานส่งต่อ,ราชบุรี,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00284,5211057895007,วาสนา,มงคลชัย,หญิง,1994-07-18,ผู้มีรายได้น้อย,ขาดผู้ดูแล,2022-01-21,2022-02-04,ช่วยเหลือเงินสงเคราะห์,หน่วยงานภาครัฐส่งต่อ,ปกติ,ช่วยเหลือและปิดเคส,2022-02-13,เครือข่ายชุมชน,พิษณุโลก,ศรีพัฒนา,ศูนย์ช่วยเหลือสังคม 1300
SOC00285,7076286750735,กาญจนา,รัตนกุล,ชาย,1972-05-14,ผู้มีรายได้น้อย,ความรุนแรงในครอบครัว,2026-08-20,2026-08-20,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ฉุกเฉิน,ช่วยเหลือและปิดเคส,2026-08-24,เครือข่ายชุมชน,ปทุมธานี,เมืองปทุมธานี,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00286,6579075718815,ชาญวิทย์,นพคุณ,หญิง,1956-11-25,ผู้สูงอายุ,ที่อยู่อาศัย,2026-01-19,2026-01-27,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ติดตามผลและปิดเคส,2026-01-29,สายด่วน พม. 1300,สุพรรณบุรี,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00287,2094396151876,เกศรินทร์,พึ่งบุญ,หญิง,1982-11-13,คนพิการ,ว่างงาน,2026-03-12,2026-03-25,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2026-04-12,Walk-in,สกลนคร,ศรีพัฒนา,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00288,3881417380974,วราภรณ์,พูลเพิ่ม,ชาย,1990-06-25,ผู้มีรายได้น้อย,ประสบเหตุฉุกเฉิน,2026-08-04,2026-08-11,ช่วยเหลือด้านที่อยู่อาศัย,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2026-08-24,สายด่วน พม. 1300,สุพรรณบุรี,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00289,1320153639801,ภูริณัฐ,ฤทธิไกร,ชาย,2021-12-03,เด็กและเยาวชน,ว่างงาน,2026-07-18,2026-08-04,จัดหาที่พักชั่วคราว,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ปกติ,ส่งต่อหน่วยงานและปิดเคส,2026-08-06,สายด่วน พม. 1300,สมุทรปราการ,คลองใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00290,2125938423592,ปกรณ์,มิตรดี,หญิง,1971-07-18,สตรีและครอบครัว,ที่อยู่อาศัย,2025-09-07,2025-09-28,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ติดตามผลและปิดเคส,2025-10-25,สายด่วน พม. 1300,สระแก้ว,คลองใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00291,1646642912139,วรเมธ,รัตนกุล,ชาย,2002-11-01,ผู้มีรายได้น้อย,ขาดผู้ดูแล,2024-08-30,2024-09-03,ช่วยเหลือด้านที่อยู่อาศัย,สายด่วน พม. 1300,ปกติ,ให้คำปรึกษาและปิดเคส,2024-09-05,Walk-in,สระแก้ว,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00292,8545371554212,อาทิตย์,แสนดี,ชาย,1988-05-29,คนพิการ,ปัญหาสุขภาพและการดำรงชีพ,2022-08-03,2022-08-10,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,เร่งด่วน,ติดตามผลและปิดเคส,2022-08-27,Walk-in,บุรีรัมย์,ทุ่งสุข,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00293,6780686362783,บุษบา,วัฒนชัย,หญิง,2016-10-29,คนพิการ,ว่างงาน,2025-01-17,2025-01-30,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,ปกติ,ให้คำปรึกษาและปิดเคส,2025-02-05,หน่วยงานส่งต่อ,สกลนคร,คลองใหม่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00294,5231827650698,กิตติพงศ์,บุญเกิด,หญิง,1959-07-05,ผู้สูงอายุ,ว่างงาน,2025-10-26,2025-10-29,ช่วยเหลือเงินสงเคราะห์,สายด่วน พม. 1300,ปกติ,ติดตามผลและปิดเคส,2025-11-20,หน่วยงานส่งต่อ,นนทบุรี,บางใหญ่,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00295,4974925388431,สุชาดา,นิ่มนวล,ชาย,2003-09-12,ผู้มีรายได้น้อย,หนี้สินครัวเรือน,2022-06-25,2022-06-26,ช่วยเหลือเงินสงเคราะห์,ญาติ/ครอบครัวแจ้ง,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2022-07-03,เครือข่ายชุมชน,ลำปาง,ทุ่งสุข,ศูนย์คุ้มครองคนไร้ที่พึ่ง
SOC00296,7319271730342,ชยุต,เจริญสุข,ชาย,2019-01-31,เด็กและเยาวชน,ขาดผู้ดูแล,2025-06-26,2025-06-28,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ฉุกเฉิน,ส่งต่อหน่วยงานและปิดเคส,2025-07-12,สายด่วน พม. 1300,สมุทรปราการ,ทุ่งสุข,ศูนย์ช่วยเหลือสังคม 1300
SOC00297,8264653465243,นภัสสร,กุลวงศ์,หญิง,1965-09-21,คนไร้ที่พึ่ง,ประสบเหตุฉุกเฉิน,2026-07-01,2026-07-09,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2026-07-14,Walk-in,ตรัง,คลองใหม่,บ้านพักเด็กและครอบครัว
SOC00298,4079131974271,สิริกานต์,โชคชัย,ชาย,2006-09-03,เด็กและเยาวชน,หนี้สินครัวเรือน,2026-04-16,2026-04-19,ประสานส่งต่อหน่วยงาน,สายด่วน พม. 1300,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2026-05-19,เครือข่ายชุมชน,สกลนคร,ศรีพัฒนา,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00299,6942314063865,มนัสวี,อุดมศักดิ์,ชาย,1963-12-17,ผู้สูงอายุ,ประสบเหตุฉุกเฉิน,2023-05-09,2023-05-15,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,เร่งด่วน,ส่งต่อหน่วยงานและปิดเคส,2023-06-05,เครือข่ายชุมชน,นครศรีธรรมราช,ศรีพัฒนา,บ้านพักเด็กและครอบครัว
SOC00300,7475073156831,วิภาวี,รัตนวงศ์,หญิง,1949-05-04,ผู้สูงอายุ,ที่อยู่อาศัย,2025-08-08,2025-08-27,ช่วยเหลือสิ่งของเครื่องใช้จำเป็น,ประชาชนแจ้งด้วยตนเอง,ปกติ,ให้คำปรึกษาและปิดเคส,2025-09-21,สายด่วน พม. 1300,ปราจีนบุรี,บ้านใหม่,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00301,4560828573997,ปวีณา,กุลวงศ์,ชาย,1954-12-13,คนพิการ,หนี้สินครัวเรือน,2026-05-01,2026-05-05,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ช่วยเหลือและปิดเคส,2026-05-08,สายด่วน พม. 1300,ชลบุรี,ศรีราชา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00302,7648088792161,ชนิดา,มิตรดี,หญิง,1955-01-24,ผู้สูงอายุ,ว่างงาน,2026-02-13,2026-02-16,ช่วยเหลือเงินสงเคราะห์,เครือข่ายชุมชนแจ้ง,ปกติ,ติดตามผลและปิดเคส,2026-02-25,Walk-in,กระบี่,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00303,2471753028534,บุษบา,เพิ่มพูน,หญิง,1977-11-17,ผู้ประสบปัญหาทางสังคมทั่วไป,ที่อยู่อาศัย,2026-02-28,2026-03-18,ช่วยเหลือเงินสงเคราะห์,ประชาชนแจ้งด้วยตนเอง,ปกติ,ติดตามผลและปิดเคส,2026-03-19,Walk-in,พิจิตร,บ้านใหม่,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด
SOC00304,2971321562550,นันทนา,วิริยะกุล,หญิง,1977-02-24,สตรีและครอบครัว,หนี้สินครัวเรือน,2024-05-09,2024-05-14,จัดหาที่พักชั่วคราว,ประชาชนแจ้งด้วยตนเอง,เร่งด่วน,ติดตามผลและปิดเคส,2024-05-21,สายด่วน พม. 1300,เชียงใหม่,หางดง,บ้านพักเด็กและครอบครัว
SOC00305,8400897548223,เมธาวี,ศรีจันทร์,หญิง,1960-06-01,คนพิการ,ความรุนแรงในครอบครัว,2025-02-15,2025-02-15,ช่วยเหลือเงินสงเคราะห์,องค์กรปกครองส่วนท้องถิ่นส่งต่อ,ฉุกเฉิน,ส่งต่อหน่วยงานและปิดเคส,2025-02-25,เครือข่ายชุมชน,ปราจีนบุรี,ศรีพัฒนา,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
SOC00306,8107121784585,ศุภชัย,สุทธิวงศ์,ชาย,1939-05-06,ผู้สูงอายุ,ปัญหาสุขภาพและการดำรงชีพ,2026-08-06,2026-08-23,ให้คำปรึกษา,ประชาชนแจ้งด้วยตนเอง,ปกติ,ช่วยเหลือและปิดเคส,2026-08-24,เครือข่ายชุมชน,เชียงใหม่,สันทราย,ศูนย์พัฒนาการจัดสวัสดิการสังคมผู้สูงอายุ
